time,current bs,user,conn_sinr,x pos,y pos
18.240000000000123,11,351,-19.005557281565686,-922.0794090540467,-1065.9527944875276
18.250000000000124,11,351,-19.005557281565686,-922.060855542646,-1065.7034839036876
18.490000000000126,16,13,-38.88832918769083,446.9730329971821,3960.510175096437
18.500000000000128,16,13,-38.88832918769083,448.1355615418899,3960.96955226472
19.040000000000134,10,34,-36.103663901530126,-1578.8261577223677,1824.7359377183125
19.050000000000136,10,34,-36.103663901530126,-1579.3560871340112,1823.6038269380992
24.65000000000018,18,71,-9.766321816758094,377.36483956773,-813.5499158850206
24.650000000000215,18,71,-9.766321816758094,377.13024323472996,-813.4635181967243
27.90000000000026,10,66,-37.529427539153005,-1542.851472760909,1776.4168534495084
29.690000000000285,19,270,-32.423518555418184,1671.242955396563,3940.0892811068247
29.700000000000287,19,270,-32.423518555418184,1670.2602285085302,3940.8617756786743
31.90000000000032,1,38,-14.475885575391757,1008.3824279496265,1005.2084037215618
38.94999999999996,12,7,3.5779019975917237,-1466.2872613008126,1853.6587540308258
38.99999999999992,12,7,3.5779019975917237,-1466.4955889789908,1853.7969552555123
39.3499999999999,1,321,-24.520731765066557,993.0292593508823,1005.7311303023134
41.89999999999976,13,200,-23.999433813488395,3408.7253335281125,995.2139962449559
45.14999999999961,7,335,-8.975632267928646,-66.68134909261869,1863.4151054289077
45.19999999999957,7,335,-8.975632267928646,-66.17487058560619,1864.5579000394719
46.349999999999504,4,149,-26.781414104277417,-424.6279823532299,1973.7101898312883
47.29999999999945,1,319,-16.73089268890901,995.6309651997292,991.123037973378
51.489999999999256,15,32,1.858074957799559,3014.7115845212793,-969.6114938882014
51.49999999999921,15,32,1.858074957799559,3014.4790915256563,-969.5195862879375
63.049999999998555,7,92,-17.19043215807075,-197.97211262497066,990.3011170420464
69.54999999999819,17,13,-37.79468350072392,1563.5590839503436,3971.723979576105
69.9699999999987,13,358,-34.463467443809975,3557.667291985231,1873.7673562475127
69.99999999999817,13,358,-34.463467443809975,3558.913658884434,1873.6721220489762
71.0999999999981,3,206,-27.921076155872413,1546.8017982758415,654.3073544540558
73.049999999998,16,5,-25.368197889329565,-206.4178995608586,3407.054393293565
75.64999999999797,19,249,-19.973694713357915,333.6888083297841,2861.7682776045726
75.69999999999784,19,249,-19.973694713357915,333.5945133191717,2861.5367426159128
82.71999999999798,15,32,1.858074957799559,3000.7715607270247,-973.4800756777197
82.74999999999744,15,32,1.858074957799559,3000.5468872678866,-973.5897198146303
84.94999999999732,2,352,-6.304626493457775,1040.14701942713,366.81384991681665
87.74999999999716,18,65,-28.502718570188392,329.3598021556258,-1930.597719718412
90.99999999999719,19,279,-27.508867229199268,191.1690549927789,3014.319480629897
91.04999999999697,19,279,-27.508867229199268,191.3695897237774,3014.1701962647967
100.64999999999642,11,313,-20.086351365575126,-1527.8400071907818,248.7256909763212
101.1999999999966,19,102,-23.60214444003941,343.1270354326278,3950.5298760231854
101.24999999999639,19,102,-23.60214444003941,343.1799638098178,3950.7742089658846
102.29999999999633,13,40,-24.434817806193394,2680.397029804665,1461.836628076081
102.88999999999656,11,105,-11.208888976593968,-1533.9715805110286,239.18765437890707
102.8999999999963,11,105,-11.208888976593968,-1534.1752613960607,239.33261677773007
108.08999999999627,15,32,1.858074957799559,2936.988390995895,-963.1520790649683
108.099999999996,15,32,1.858074957799559,2936.8121431844675,-962.9747750634144
110.19999999999588,10,66,-37.529427539153005,-918.3151683138514,3047.9253171293103
113.99999999999567,19,284,-19.028708537322146,993.4102143182663,3407.339334097778
118.94999999999538,11,192,-20.85414499027894,-714.3837570409214,650.8840874137766
121.78999999999549,11,313,-20.086351365575126,-1589.91902830613,203.12097765202103
121.79999999999522,11,313,-20.086351365575126,-1589.705182953861,202.99147797899866
132.8899999999951,17,52,-2.612149859778569,2970.2909858960734,2983.1290885144554
132.89999999999597,17,52,-2.612149859778569,2971.5091819981644,2982.8489131107335
136.24999999999673,10,269,-24.697246250885826,-866.4805098407556,3053.448571652865
152.55000000000044,16,279,-33.09711672363028,438.02730885190465,2830.550427191358
154.80000000000095,12,274,-11.705498759947787,-642.6763549001176,603.1065259429218
154.95000000000098,5,177,-20.947444265601632,1114.7007175368508,1494.7151772044015
163.0000000000028,15,145,8.597288436864417,1481.1273556911729,-1863.2092396361832
166.6400000000031,17,175,-21.228057130013212,1524.3116732544552,3999.447501093293
166.65000000000364,17,175,-21.228057130013212,1524.4736105908707,3999.637964473171
168.85000000000414,16,159,-39.109029202007605,-128.57082085270207,2547.874657332867
169.80000000000436,16,66,-39.41937145691628,-77.17657564111923,2553.198847288958
179.45000000000655,15,350,15.021386647343817,2209.8785900437806,-1400.0055355373788
187.5500000000084,15,373,-34.90858127447268,1476.9426326620937,-942.4203676322851
190.40000000000904,15,124,-12.799538230386943,2794.6642298078973,-785.4168012646487
195.25000000001015,15,262,-23.732765639890886,2941.209626557409,-973.3189524412043
201.64000000001107,11,251,-14.573118762725315,-906.318434927971,-1053.7962179992867
201.6500000000116,11,251,-14.573118762725315,-906.5521538782886,-1053.8849617442067
212.90000000001416,6,358,-29.330690662674158,2146.4898425457736,146.2132553719369
219.8000000000153,8,162,-23.156725362751956,2061.033726513578,2636.0952282078383
219.80000000001573,8,162,-23.156725362751956,2060.7886299109123,2636.1444994505837
221.9000000000162,14,127,-32.859175667304555,-209.3878298365318,-1401.3713744737265
223.44000000001603,10,119,-26.067520428215516,-905.140323322581,3050.0112336618013
223.45000000001656,10,119,-26.067520428215516,-905.5995776361882,3048.848656578149
224.09000000001618,14,251,-19.201422302724822,-975.0407871920002,-1024.3941196812918
224.1000000000167,14,251,-19.201422302724822,-975.1012168771093,-1024.1515330923023
226.59000000001674,12,114,-13.526388682467982,-1508.894763253901,1881.3675013671416
226.60000000001727,12,114,-13.526388682467982,-1508.9105019106328,1881.1179972696116
227.94000000001705,15,86,-25.23548935962549,2994.7628788139546,-994.2707227548161
227.95000000001758,15,86,-25.23548935962549,2994.4761608050853,-995.4873955881571
230.44000000001762,11,146,-19.880490684302217,-706.4985421881362,655.8711906279595
230.45000000001815,11,146,-19.880490684302217,-705.5978485547917,656.7379379837978
241.05000000002056,15,206,-34.17014991584779,2119.7856808170254,-548.1898224870856
244.2200000000202,13,289,-3.7867034749684336,3571.716874134212,1841.2398899877053
244.2500000000213,13,289,-3.7867034749684336,3571.947160144477,1841.3371954524857
244.50000000002134,19,48,-27.831555876239634,991.4642377643823,3402.4562871317567
247.64000000002153,17,218,-34.21665918504169,1522.4003370309563,2861.02527325052
247.65000000002206,17,218,-34.21665918504169,1521.9130769713906,2859.874153085484
250.8500000000228,10,75,-11.43632694566638,-84.42824142725863,2668.2747731445834
251.70000000002298,15,372,-24.50725180693928,1568.8287319162469,-1976.8775835949866
255.7500000000239,10,114,-11.169991485298894,-1518.0861387853045,1735.6571084096174
257.5000000000243,18,115,-10.989876867993658,995.8631055117369,-1408.9141158493678
271.3500000000274,15,198,14.507450109023367,1443.5433489149761,-1000.8625858674083
276.6000000000286,10,149,-20.836928907288893,-1565.3365678294172,1818.2737542035456
299.2400000000341,10,248,-28.269979686814338,-1560.016492895323,1779.091316805861
299.25000000003376,10,248,-28.269979686814338,-1559.1568737042842,1779.998816032526
326.14000000004023,10,36,-32.71124828282632,-938.8086751662086,3071.0607773602787
326.1500000000399,10,36,-32.71124828282632,-939.5543121481633,3070.057519920166
339.84000000004335,13,210,-5.583367200724794,3501.561074917627,1876.033717516478
339.850000000043,13,210,-5.583367200724794,3501.736542153134,1875.855640990053
357.65000000004704,3,215,-12.499295832066096,881.8553290564855,-664.2361443673299
360.75000000004775,6,196,-8.5718637346191,2191.990729282133,994.2140595010361
362.74000000004855,18,43,-33.64912905910427,333.66568056653904,-1942.4653489052118
362.7500000000482,18,43,-33.64912905910427,333.3161036088038,-1943.6654722116352
363.6000000000487,10,214,-35.43674959477801,-1567.012700498123,1777.878613755273
363.6500000000484,10,214,-35.43674959477801,-1566.2686220670407,1778.8830276582025
