time,satisfaction
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,nan
15.0,nan
16.0,nan
17.0,nan
18.0,1.0
19.0,1.0
20.0,0.9325428571428571
21.0,0.9272118923076924
22.0,0.9149267411764707
23.0,0.9382144317460318
24.0,0.9602807061224491
25.0,0.9615612080000001
26.0,0.9555824494623656
27.0,0.9265278810909091
28.0,0.9253099189655173
29.0,0.9140929751037344
30.0,0.9087668396799999
31.0,0.9124464459375
32.0,0.9233251816091954
33.0,0.9339012162121212
34.0,0.932465920608365
35.0,0.9177972406060607
36.0,0.904044337946768
37.0,0.9022260215969582
38.0,0.8808653270229007
39.0,0.8863859196946565
40.0,0.8803190464367816
41.0,0.8898399505343512
42.0,0.8588114819923373
43.0,0.8805536803041826
44.0,0.8662534363498099
45.0,0.8948369969696969
46.0,0.8676792758364311
47.0,0.8879823988530466
48.0,0.8844697628571428
49.0,0.8632808450883392
50.0,0.8838200852961673
51.0,0.8763358702439024
52.0,0.8836038752941177
53.0,0.8837134049655172
54.0,0.859360932137931
55.0,0.8977205301038063
56.0,0.9002586079166667
57.0,0.8817314986111111
58.0,0.9003414018181818
59.0,0.9142518096842104
60.0,0.8935241326760563
61.0,0.8743066956583629
62.0,0.8968209864768684
63.0,0.8950630370318022
64.0,0.8920983907801419
65.0,0.9172369853380783
66.0,0.921041382
67.0,0.9238308818505339
68.0,0.8895635485106385
69.0,0.9067444260931901
70.0,0.8909447598571428
71.0,0.9021425047482016
72.0,0.8894680511999999
73.0,0.9160793386567163
74.0,0.9065555008239701
75.0,0.9151010596197718
76.0,0.9272855250965251
77.0,0.9227679674308301
78.0,0.959788696097561
79.0,0.96147587
80.0,0.9634568322689077
81.0,0.9565567338396626
82.0,0.956554223030303
83.0,0.9542763863111112
84.0,0.9518129003636364
85.0,0.9509455708928571
86.0,0.9402909343636364
87.0,0.948841422962963
88.0,0.9708932583574881
89.0,0.9564491748292684
90.0,0.9655552374384238
91.0,0.977692336
92.0,0.9733319888324873
93.0,0.9617704390049752
94.0,0.9625822415920399
95.0,0.9534477617821782
96.0,0.9568503777339903
97.0,0.965687372182741
98.0,0.9504694708629441
99.0,0.9282496874
100.0,0.9342511077669902
101.0,0.947561991804878
102.0,0.91259950430622
103.0,0.9196515512380953
104.0,0.9039762083809524
105.0,0.8924400516746412
106.0,0.9031692279245284
107.0,0.9219952762085307
108.0,0.9199506644976077
109.0,0.9191576746411483
110.0,0.9280418305022831
111.0,0.9151681888288289
112.0,0.9029901276444444
113.0,0.8993710249781659
114.0,0.9281685531578947
115.0,0.9254922227350427
116.0,0.9351158542857142
117.0,0.9134093383333333
118.0,0.9191843873858921
119.0,0.9214531196721312
120.0,0.9135811127868853
121.0,0.9058161084081633
122.0,0.8939448622580645
123.0,0.9017770098785425
124.0,0.9005535558064516
125.0,0.8906842920784314
126.0,0.88894082421875
127.0,0.8765196267704279
128.0,0.9177862080933852
129.0,0.9168965523664122
130.0,0.9197853810526316
131.0,0.9139698984269663
132.0,0.9151955242264151
133.0,0.90130272267658
134.0,0.9011952740740742
135.0,0.8955407774814815
136.0,0.9304251502941177
137.0,0.9078208525547445
138.0,0.9137242436363636
139.0,0.9297756417518248
140.0,0.9404395852707582
141.0,0.9433765648175182
142.0,0.950577432148148
143.0,0.9638414708955225
144.0,0.9556127116104868
145.0,0.9584733699236642
146.0,0.9370310461776062
147.0,0.9391530885271318
148.0,0.9474828960311285
149.0,0.9298528054263566
150.0,0.9540076806225681
151.0,0.9410822754150197
152.0,0.942233509516129
153.0,0.950892565203252
154.0,0.9196079183539094
155.0,0.9100529067755103
156.0,0.9128137603305786
157.0,0.9100777569874478
158.0,0.9166034512820513
159.0,0.9399306570434782
160.0,0.9262509523478262
161.0,0.9298430486956522
162.0,0.9417649973913043
163.0,0.94042575416309
164.0,0.939302266724138
165.0,0.9275304702564102
166.0,0.9385452025531914
167.0,0.9384094500000001
168.0,0.9336336557322176
169.0,0.9501207175862069
170.0,0.9200269470085469
171.0,0.9179424283760683
172.0,0.9254340238961039
173.0,0.9598083375319149
174.0,0.9360912796581198
175.0,0.9564711538864629
176.0,0.9503162463716813
177.0,0.9486246922270742
178.0,0.9400261306550218
179.0,0.9440702269026549
180.0,0.9418149565065502
181.0,0.9400290789380531
182.0,0.9305881510714286
183.0,0.9164935968141593
184.0,0.9397007456
185.0,0.9522703080701753
186.0,0.9528234569911503
187.0,0.9562492234666666
188.0,0.9656950416
189.0,0.9571983626086957
190.0,0.9620252932758622
191.0,0.9683484012017167
192.0,0.9467601273504274
193.0,0.9468370062711865
194.0,0.9616871692436976
195.0,0.9556257223045267
196.0,0.9623959738152611
197.0,0.9473439911290322
198.0,0.9445347796721312
199.0,0.9564518547967479
200.0,0.9536977848559671
201.0,0.968559573277311
202.0,0.9492794263829787
203.0,0.9541523400843882
204.0,0.9549278367521367
205.0,0.9367969673819743
