time,previous bs,current bs,user,conn_sinr,x pos,y pos
17.740000000000116,5,17,218,-34.21665918504169,1851.3010631593356,2835.775810427942
18.240000000000123,14,11,351,-19.005557281565686,-922.0794090540467,-1065.9527944875276
18.490000000000126,19,16,13,-38.88832918769083,446.9730329971821,3960.510175096437
18.74000000000013,7,12,114,-13.526388682467982,-790.026343189403,1407.6192576837861
18.79000000000013,12,7,114,11.812365036606835,-790.2189269947222,1407.7786674636893
18.84000000000013,7,12,114,-13.526388682467982,-790.4115108000415,1407.9380772435925
18.890000000000132,12,7,114,11.812365036606835,-790.6040946053607,1408.0974870234957
18.940000000000133,7,12,114,-13.526388682467982,-790.79667841068,1408.2568968033988
18.990000000000133,12,7,114,11.812365036606835,-790.9892622159992,1408.416306583302
19.040000000000134,7,12,114,-13.526388682467982,-791.1818460213185,1408.5757163632052
19.040000000000134,12,10,34,-36.103663901530126,-1578.8261577223677,1824.7359377183125
19.090000000000135,12,7,114,11.812365036606835,-791.3744298266378,1408.7351261431083
19.140000000000136,7,12,114,-13.526388682467982,-791.567013631957,1408.8945359230115
19.190000000000136,15,9,32,-19.909452419527483,2871.9246903589237,-895.2250999708971
19.240000000000137,14,2,251,5.3595273306207645,-53.711704169428835,-730.0590365308857
19.290000000000138,2,14,251,-19.201422302724822,-53.945423119746444,-730.1477802758058
19.34000000000014,14,2,251,5.3595273306207645,-54.17914207006405,-730.2365240207258
19.39000000000014,2,14,251,-19.201422302724822,-54.41286102038166,-730.3252677656459
19.44000000000014,14,2,251,5.3595273306207645,-54.64657997069927,-730.414011510566
19.49000000000014,2,14,251,-19.201422302724822,-54.88029892101688,-730.502755255486
19.54000000000014,14,2,251,5.3595273306207645,-55.11401787133449,-730.5914990004061
19.590000000000142,2,14,251,-19.201422302724822,-55.3477368216521,-730.6802427453262
19.640000000000143,14,2,251,5.3595273306207645,-55.58145577196971,-730.7689864902462
19.740000000000144,13,9,16,3.172181864306495,2952.751680107127,503.11854101108827
19.790000000000145,9,13,16,-6.780179281495705,2952.9997808180588,503.1492987293905
19.840000000000146,13,9,16,3.172181864306495,2953.2478815289905,503.1800564476928
19.890000000000146,9,13,16,-6.780179281495705,2953.4959822399223,503.21081416599503
19.940000000000147,13,9,132,-13.144647758356413,2892.6143033885874,565.658520257356
19.940000000000147,13,9,16,3.172181864306495,2953.744082950854,503.2415718842973
19.990000000000148,9,13,132,-25.598595885671784,2892.6284096785084,565.4089185494599
19.990000000000148,9,13,16,-6.780179281495705,2953.992183661786,503.27232960259954
20.04000000000015,13,9,132,-13.144647758356413,2892.6425159684295,565.1593168415639
20.04000000000015,13,9,16,3.172181864306495,2954.2402843727177,503.3030873209018
20.09000000000015,13,6,146,-32.26283115853016,2854.279832413929,1317.6723587502895
20.09000000000015,9,13,132,-25.598595885671784,2892.6566222583506,564.9097151336678
20.09000000000015,9,13,16,-6.780179281495705,2954.4883850836495,503.33384503920405
20.14000000000015,5,19,213,-5.978444266754352,1113.3434596205143,2798.099149105914
20.14000000000015,6,13,146,-35.83052020454659,2853.083522769076,1317.3099456798413
20.14000000000015,13,9,132,-13.144647758356413,2892.6707285482717,564.6601134257717
20.14000000000015,13,9,16,3.172181864306495,2954.7364857945813,503.3646027575063
20.150000000000116,12,7,114,11.812365036606835,-795.4186897383422,1412.082731521075
20.63000000000014,13,6,146,-32.26283115853016,2841.1204263205454,1313.6858149753598
20.650000000000123,2,14,251,-19.201422302724822,-60.25583477832189,-732.5438613886475
20.690000000000158,17,19,345,12.511507259168539,1518.5416183946543,3450.9318766688766
20.690000000000158,8,13,118,-7.88157712167002,3142.6414950574604,1515.903712118227
20.700000000000124,12,10,234,-11.23402653123317,-1283.6562654860793,1653.1865477821193
20.74000000000016,5,4,322,-31.887340718676,1038.1471251487574,2382.972183500059
20.74000000000016,8,13,50,-10.620056700787089,3090.967965930003,1641.1844016701482
20.74000000000016,8,6,2,-20.876607277320375,2220.609861175748,1797.2505861377904
20.79000000000016,4,5,322,-26.198290561195563,1037.4035191708558,2383.97694722832
20.84000000000016,5,4,322,-31.887340718676,1036.6599131929543,2384.981710956581
20.89000000000016,4,5,322,-26.198290561195563,1035.9163072150527,2385.986474684842
20.94000000000016,5,4,322,-31.887340718676,1035.1727012371512,2386.991238413103
20.990000000000162,4,5,322,-26.198290561195563,1034.4290952592496,2387.996002141364
21.040000000000163,5,4,322,-31.887340718676,1033.685489281348,2389.000765869625
21.090000000000163,4,5,322,-26.198290561195563,1032.9418833034465,2390.005529597886
21.140000000000164,5,4,322,-31.887340718676,1032.198277325545,2391.010293326147
21.170000000000147,6,13,146,-35.83052020454659,2827.961020227162,1309.69927120043
