time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,nan
15.0,nan
16.0,nan
17.0,nan
18.0,0.05263157894736842
19.0,0.10526315789473684
20.0,0.11460948078427431
21.0,0.2405845313056909
22.0,0.3157979517091698
23.0,0.5310480218430562
24.0,0.6774355788290286
25.0,0.8311384818071376
26.0,0.8809387521465367
27.0,0.9042408554919341
28.0,0.9089888972214807
29.0,0.9401009319501794
30.0,0.962566054702893
31.0,0.9482432801531765
32.0,0.9557587297150941
33.0,0.970857869980813
34.0,0.9723334313759066
35.0,0.9675815556386727
36.0,0.9664291319059467
37.0,0.9700157886348928
38.0,0.9689792174064716
39.0,0.9558089423415684
40.0,0.971038745778505
41.0,0.9421236375002727
42.0,0.9347913869531035
43.0,0.961266461719751
44.0,0.948960710957443
45.0,0.9743178068823557
46.0,0.9805373917941117
47.0,0.9804750905523364
48.0,0.9811955187664992
49.0,0.9492736739007162
50.0,0.9872977340094259
51.0,0.9833952890374393
52.0,0.9827397534873828
53.0,0.9812292407788176
54.0,0.9840739862545914
55.0,0.9799091668565357
56.0,0.9657977419808358
57.0,0.9994418295111176
58.0,0.9404708352076769
59.0,0.9847466314255211
60.0,0.9935251376389747
61.0,0.9287892219486845
62.0,0.9740798637881697
63.0,0.976771688513503
64.0,0.9792821378333563
65.0,0.9721729683589734
66.0,0.9736914383296517
67.0,0.9457876583389281
68.0,0.9625720947740769
69.0,0.9841161005692973
70.0,0.9496394970403801
71.0,0.9866261579245225
72.0,0.9390176704663986
73.0,0.9652459285391969
74.0,0.9634395885386037
75.0,0.9675083552478051
76.0,0.9358560132887176
77.0,0.9170834919847842
78.0,0.9114122264993353
79.0,0.9296261235324543
80.0,0.9205943849648583
81.0,0.9226672894612338
82.0,0.9246950611074339
83.0,0.9016295087056544
84.0,0.8840366274930527
85.0,0.8987014753422805
86.0,0.8143883443298985
87.0,0.8883129231513279
88.0,0.9155194910477837
89.0,0.9022701916080523
90.0,0.915891145918346
91.0,0.883578261792083
92.0,0.8485412096961057
93.0,0.900165866108025
94.0,0.8629059535279997
95.0,0.8841367306095762
96.0,0.8866356115090487
97.0,0.8437479311860692
98.0,0.8559418567625324
99.0,0.8422613514793311
100.0,0.8506779933952595
101.0,0.8507608118108426
102.0,0.866194501814983
103.0,0.8725146198830411
104.0,0.8514388859058869
105.0,0.8651409273353662
106.0,0.8721566155614469
107.0,0.885597740190344
108.0,0.885950208809434
109.0,0.8955513405079273
110.0,0.9341321862447785
111.0,0.9127426171292174
112.0,0.9202670773189431
113.0,0.9438751093347869
114.0,0.9196882745684746
115.0,0.9382775994747815
116.0,0.9474494369030143
117.0,0.9492396980635411
118.0,0.9572973188978737
119.0,0.9410760346030429
120.0,0.9513229820963558
121.0,0.9314213325950136
122.0,0.9520337325180064
123.0,0.9047116126808286
124.0,0.9195288985565935
125.0,0.939056488339529
126.0,0.919781913207429
127.0,0.9162940997421353
128.0,0.9164093667789812
129.0,0.9356187296606896
130.0,0.9438104652126588
131.0,0.9424771700321756
132.0,0.9154597099129566
133.0,0.9502649086591629
134.0,0.9187440524527963
135.0,0.9489173034367726
136.0,0.9234593710637736
137.0,0.9516826572435931
138.0,0.9337885826938753
139.0,0.9304178096466096
140.0,0.9461043718411433
141.0,0.9309583260020031
142.0,0.9237464078184305
143.0,0.9455177136538692
144.0,0.9326171573871362
145.0,0.9225658856699108
146.0,0.9491797212285676
147.0,0.9439942220801126
148.0,0.9262133040057754
149.0,0.9176697491254959
150.0,0.9379735055758041
151.0,0.9282447607120866
152.0,0.9299545053419813
153.0,0.9252780368576763
154.0,0.9440751887881188
155.0,0.9382961887724799
156.0,0.9230102091386655
157.0,0.9010008418864335
158.0,0.9128646781823251
159.0,0.9184983495708102
160.0,0.9041374254039554
161.0,0.9059969751780986
162.0,0.9091340928765588
163.0,0.880679356868681
164.0,0.8843250476342852
165.0,0.9001365919717776
166.0,0.904662298027129
167.0,0.9043751934276478
168.0,0.9142494569074915
169.0,0.9559178568366972
170.0,0.9233494469530893
171.0,0.9356467405264176
172.0,0.918254914874099
173.0,0.9357691004648191
174.0,0.92916482119188
175.0,0.9206446498475818
176.0,0.9177624441078426
177.0,0.9143714287809993
178.0,0.9129160605365613
179.0,0.9103368240276846
180.0,0.9045477181465332
181.0,0.8731673795519929
182.0,0.8947517890684555
183.0,0.8962884883561061
184.0,0.8697609135833935
185.0,0.8759166421216605
186.0,0.8848866239358357
187.0,0.8814703497946265
188.0,0.9001552303834125
189.0,0.8580029941181122
190.0,0.9032302755690064
191.0,0.882204299490076
192.0,0.9207903357753133
193.0,0.9407799227630652
194.0,0.9116470048274976
195.0,0.9150684791732973
196.0,0.9328977321069823
197.0,0.9384113587479851
198.0,0.9013788929030307
199.0,0.9225421918580582
200.0,0.9246250137983578
201.0,0.934238711236642
202.0,0.9009975153731702
203.0,0.9406475109050313
