time,current bs,availability,cio,hyst,ttt
0.0,12,1.0,0.0,1.0,0.08
1.0,12,1.0,0.0,1.0,0.08
2.0,12,1.0,0.0,1.0,0.08
3.0,12,1.0,0.0,1.0,0.08
4.0,12,1.0,0.0,1.0,0.08
5.0,12,1.0,0.0,1.0,0.08
6.0,12,1.0,0.0,1.0,0.08
7.0,12,1.0,0.0,1.0,0.08
8.0,12,1.0,0.0,1.0,0.08
9.0,12,1.0,0.0,1.0,0.08
10.0,12,1.0,0.0,1.0,0.08
11.0,12,1.0,0.0,1.0,0.08
12.0,12,1.0,0.0,1.0,0.08
13.0,12,1.0,0.0,1.0,0.08
14.0,12,1.0,0.0,1.0,0.08
15.0,12,1.0,0.0,1.0,0.08
16.0,12,1.0,0.0,1.0,0.08
17.0,12,1.0,0.0,1.0,0.08
18.0,12,1.0,0.0,1.0,0.08
19.0,12,1.0,0.0,1.0,0.08
20.0,12,1.0,0.0,1.0,0.08
21.0,12,0.49,0.5,1.0,0.08
22.0,12,0.49,0.5,1.0,0.08
23.0,12,0.37,1.0,1.0,0.08
24.0,12,0.36,1.5,1.0,0.08
25.0,12,0.0,1.5,1.0,1.024
26.0,12,0.0,3.5,1.0,1.024
27.0,12,0.0,3.5,1.0,1.024
28.0,12,0.0,3.5,1.0,0.512
29.0,12,0.0,3.5,1.0,0.512
30.0,12,0.0,3.5,1.0,0.512
31.0,12,0.0,3.5,1.0,0.48
32.0,12,0.0,3.5,1.0,0.512
33.0,12,0.0,3.5,1.0,0.512
34.0,12,0.0,3.5,1.0,0.64
35.0,12,0.55,3.5,1.0,0.64
36.0,12,0.56,3.5,1.0,0.64
37.0,12,0.57,3.5,1.0,0.64
38.0,12,0.59,3.5,1.0,0.64
39.0,12,0.58,3.5,1.0,0.64
40.0,12,0.42,3.5,1.0,1.024
41.0,12,0.52,0.0,1.0,1.024
42.0,12,0.34,0.0,1.0,1.024
43.0,12,0.33,0.0,1.0,1.024
44.0,12,0.34,0.0,1.0,1.024
45.0,12,0.35,0.0,1.0,1.024
46.0,12,0.0,3.5,1.0,1.024
47.0,12,0.48,3.5,1.0,1.024
48.0,12,0.32,3.5,1.0,1.024
49.0,12,0.48,3.5,1.0,1.28
50.0,12,0.14,3.5,1.0,1.28
51.0,12,0.27,2.5,1.0,1.28
52.0,12,0.24,2.5,1.0,1.28
53.0,12,0.0,2.5,1.0,1.28
54.0,12,0.0,2.5,1.0,1.28
55.0,12,0.03,2.5,1.0,1.28
56.0,12,0.0,3.5,1.0,1.28
57.0,12,0.05,3.5,1.0,1.28
58.0,12,0.0,3.5,1.0,1.28
59.0,12,0.13,3.5,1.0,1.28
60.0,12,0.13,3.5,1.0,1.28
61.0,12,0.0,3.5,1.0,1.28
62.0,12,0.15,3.5,1.0,1.28
63.0,12,0.0,3.5,1.0,1.28
64.0,12,0.13,3.5,1.0,1.28
65.0,12,0.15,3.5,1.0,1.28
66.0,12,0.0,3.5,1.0,1.28
67.0,12,0.0,3.5,1.0,1.28
68.0,12,0.0,3.5,1.0,1.28
69.0,12,0.08,3.5,1.0,1.28
70.0,12,0.07,3.5,1.0,1.28
71.0,12,0.0,3.5,1.0,1.28
72.0,12,0.01,3.5,1.0,1.28
73.0,12,0.0,3.5,1.0,1.28
74.0,12,0.06,3.5,1.0,1.28
75.0,12,0.18,3.5,1.0,1.28
76.0,12,0.0,3.5,1.0,1.28
77.0,12,0.07,3.5,1.0,1.28
78.0,12,0.0,3.5,1.0,1.28
79.0,12,0.12,3.5,1.0,1.28
80.0,12,0.1,3.5,1.0,1.28
81.0,12,0.0,3.5,1.0,1.28
82.0,12,0.09,3.5,1.0,1.28
83.0,12,0.0,3.5,1.0,1.28
84.0,12,0.09,3.5,1.0,1.28
85.0,12,0.0,3.5,1.0,1.28
86.0,12,0.0,3.5,1.0,1.28
87.0,12,0.07,3.5,1.0,1.28
88.0,12,0.08,3.5,1.0,1.28
89.0,12,0.17,3.5,1.0,1.28
90.0,12,0.27,3.5,1.0,1.28
91.0,12,0.18,2.5,1.0,1.28
92.0,12,0.28,2.5,1.0,1.28
93.0,12,0.14,2.5,1.0,1.28
94.0,12,0.0,2.5,1.0,1.28
95.0,12,0.34,2.5,1.0,1.28
96.0,12,0.57,1.0,1.0,1.28
97.0,12,0.29,1.0,1.0,1.28
98.0,12,0.31,1.0,1.0,1.28
99.0,12,0.48,1.0,1.0,1.28
100.0,12,0.19,1.0,1.0,1.28
101.0,12,0.0,3.5,1.0,1.28
102.0,12,0.69,3.5,1.0,1.28
103.0,12,0.0,3.5,1.0,1.28
104.0,12,0.6,3.5,1.0,1.28
105.0,12,0.0,3.5,1.0,1.28
106.0,12,0.0,3.5,1.0,1.28
107.0,12,0.0,3.5,1.0,1.28
108.0,12,0.01,3.5,1.0,1.28
109.0,12,0.0,3.5,1.0,1.28
110.0,12,0.0,3.5,1.0,1.28
111.0,12,0.11,1.5,1.0,1.28
112.0,12,0.0,1.5,1.0,1.28
113.0,12,0.04,1.5,1.0,1.28
114.0,12,0.0,1.5,1.0,1.28
115.0,12,0.38,1.5,1.0,1.28
116.0,12,0.0,3.5,1.0,1.28
117.0,12,0.0,3.5,1.0,1.28
118.0,12,0.18,3.5,1.0,1.28
119.0,12,0.0,3.5,1.0,1.28
120.0,12,0.34,3.5,1.0,1.28
121.0,12,0.0,3.5,1.0,1.28
122.0,12,0.0,3.5,1.0,1.28
123.0,12,0.0,3.5,1.0,1.28
124.0,12,0.01,3.5,1.0,1.28
125.0,12,0.2,3.5,1.0,1.28
126.0,12,0.0,3.5,1.0,1.28
127.0,12,0.21,3.5,1.0,1.28
128.0,12,0.0,3.5,1.0,1.28
129.0,12,0.0,3.5,1.0,1.28
130.0,12,0.23,3.5,1.0,1.28
131.0,12,0.0,3.5,1.0,1.28
132.0,12,0.52,3.5,1.0,1.28
133.0,12,0.0,3.5,1.0,1.28
134.0,12,0.12,3.5,1.0,1.28
135.0,12,0.0,3.5,1.0,1.28
136.0,12,0.08,3.5,1.0,1.28
137.0,12,0.09,3.5,1.0,1.28
138.0,12,0.04,3.5,1.0,1.28
139.0,12,0.0,3.5,1.0,1.28
140.0,12,0.0,3.5,1.0,1.28
141.0,12,0.03,3.5,1.0,1.28
142.0,12,0.0,3.5,1.0,1.28
143.0,12,0.0,3.5,1.0,1.28
144.0,12,0.0,3.5,1.0,1.28
145.0,12,0.0,3.5,1.0,1.28
146.0,12,0.0,3.5,1.0,1.28
147.0,12,0.0,3.5,1.0,1.28
148.0,12,0.0,3.5,1.0,1.28
149.0,12,0.0,3.5,1.0,1.28
150.0,12,0.04,3.5,1.0,1.28
151.0,12,0.0,3.5,1.0,1.28
152.0,12,0.0,3.5,1.0,1.28
153.0,12,0.0,3.5,1.0,1.28
154.0,12,0.0,3.5,1.0,1.28
155.0,12,0.0,3.5,1.0,1.28
156.0,12,0.0,3.5,1.0,1.28
157.0,12,0.44,3.5,1.0,1.28
158.0,12,0.03,3.5,1.0,1.28
159.0,12,0.05,3.5,1.0,1.28
160.0,12,0.41,3.5,1.0,1.28
161.0,12,0.11,3.5,1.0,1.28
162.0,12,0.5,3.5,1.0,1.28
163.0,12,0.0,3.5,1.0,1.28
164.0,12,0.11,3.5,1.0,1.28
165.0,12,0.32,3.5,1.0,1.28
166.0,12,0.05,3.5,1.0,1.28
167.0,12,0.0,3.5,1.0,1.28
168.0,12,0.0,3.5,1.0,1.28
169.0,12,0.0,3.5,1.0,1.28
170.0,12,0.0,3.5,1.0,1.28
171.0,12,0.08,3.5,1.0,1.28
172.0,12,0.0,3.5,1.0,1.28
173.0,12,0.0,3.5,1.0,1.28
174.0,12,0.36,3.5,1.0,1.28
175.0,12,0.0,3.5,1.0,1.28
176.0,12,0.0,3.5,1.0,1.28
177.0,12,0.0,3.5,1.0,1.28
178.0,12,0.0,3.5,1.0,1.28
179.0,12,0.0,3.5,1.0,1.28
180.0,12,0.0,3.5,1.0,1.28
181.0,12,0.0,3.5,1.0,1.28
182.0,12,0.0,3.5,1.0,1.28
183.0,12,0.0,3.5,1.0,1.28
184.0,12,0.05,3.5,1.0,1.28
185.0,12,0.04,3.5,1.0,1.28
186.0,12,0.0,3.5,1.0,1.28
187.0,12,0.04,3.5,1.0,1.28
188.0,12,0.0,3.5,1.0,1.28
189.0,12,0.05,3.5,1.0,1.28
190.0,12,0.0,3.5,1.0,1.28
191.0,12,0.0,3.5,1.0,1.28
192.0,12,0.0,3.5,1.0,1.28
193.0,12,0.0,3.5,1.0,1.28
194.0,12,0.0,3.5,1.0,1.28
195.0,12,0.0,3.5,1.0,1.28
196.0,12,0.0,3.5,1.0,1.28
197.0,12,0.01,3.5,1.0,1.28
198.0,12,0.0,3.5,1.0,1.28
