time,availability
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,1.0
18.0,0.9994736842105264
19.0,0.9989473684210527
20.0,0.8994736842105263
21.0,0.8021052631578948
22.0,0.7552631578947369
23.0,0.6710526315789473
24.0,0.54
25.0,0.3878947368421053
26.0,0.27684210526315794
27.0,0.18526315789473682
28.0,0.15684210526315787
29.0,0.15
30.0,0.09736842105263159
31.0,0.07947368421052632
32.0,0.10789473684210525
33.0,0.08789473684210526
34.0,0.13842105263157894
35.0,0.14315789473684212
36.0,0.10526315789473684
37.0,0.1268421052631579
38.0,0.1605263157894737
39.0,0.12894736842105264
40.0,0.13263157894736843
41.0,0.13052631578947368
42.0,0.1131578947368421
43.0,0.1605263157894737
44.0,0.16210526315789475
45.0,0.14473684210526316
46.0,0.1668421052631579
47.0,0.061578947368421046
48.0,0.11894736842105265
49.0,0.07210526315789474
50.0,0.07473684210526316
51.0,0.1036842105263158
52.0,0.04263157894736842
53.0,0.07052631578947369
54.0,0.06947368421052631
55.0,0.08894736842105262
56.0,0.05157894736842105
57.0,0.05894736842105262
58.0,0.0431578947368421
59.0,0.04
60.0,0.031052631578947366
61.0,0.05842105263157895
62.0,0.05105263157894737
63.0,0.08315789473684211
64.0,0.03736842105263158
65.0,0.05368421052631579
66.0,0.05947368421052631
67.0,0.03052631578947369
68.0,0.06315789473684211
69.0,0.11947368421052632
70.0,0.07473684210526316
71.0,0.08947368421052632
72.0,0.15263157894736845
73.0,0.1310526315789474
74.0,0.09736842105263159
75.0,0.17210526315789476
76.0,0.17894736842105263
77.0,0.19105263157894736
78.0,0.2231578947368421
79.0,0.17684210526315786
80.0,0.26105263157894737
81.0,0.21526315789473682
82.0,0.2236842105263158
83.0,0.21473684210526317
84.0,0.24631578947368424
85.0,0.3147368421052632
86.0,0.34684210526315784
87.0,0.3242105263157895
88.0,0.3468421052631579
89.0,0.33789473684210525
90.0,0.3310526315789474
91.0,0.31684210526315787
92.0,0.30578947368421056
93.0,0.31210526315789483
94.0,0.3121052631578947
95.0,0.29684210526315785
96.0,0.31368421052631584
97.0,0.22157894736842104
98.0,0.3
99.0,0.22947368421052633
100.0,0.2989473684210527
101.0,0.2731578947368421
102.0,0.24473684210526314
103.0,0.3189473684210526
104.0,0.24789473684210525
105.0,0.3252631578947368
106.0,0.2947368421052632
107.0,0.32526315789473687
108.0,0.1968421052631579
109.0,0.26684210526315794
110.0,0.2426315789473684
111.0,0.20421052631578948
112.0,0.21684210526315795
113.0,0.1968421052631579
114.0,0.2157894736842105
115.0,0.14473684210526316
116.0,0.16947368421052633
117.0,0.18736842105263157
118.0,0.18052631578947367
119.0,0.12736842105263158
120.0,0.19789473684210526
121.0,0.15842105263157893
122.0,0.17473684210526316
123.0,0.1694736842105263
124.0,0.15842105263157893
125.0,0.1236842105263158
126.0,0.17473684210526316
127.0,0.1463157894736842
128.0,0.15578947368421053
129.0,0.18736842105263157
130.0,0.13421052631578947
131.0,0.17157894736842105
132.0,0.1163157894736842
133.0,0.12315789473684208
134.0,0.13842105263157894
135.0,0.09263157894736843
136.0,0.15157894736842104
137.0,0.14842105263157893
138.0,0.1805263157894737
139.0,0.19210526315789472
140.0,0.14368421052631578
141.0,0.14894736842105263
142.0,0.14
143.0,0.1168421052631579
144.0,0.18157894736842106
145.0,0.1636842105263158
146.0,0.1463157894736842
147.0,0.14736842105263157
148.0,0.14631578947368423
149.0,0.17368421052631577
150.0,0.11421052631578947
151.0,0.1363157894736842
152.0,0.14684210526315788
153.0,0.1142105263157895
154.0,0.12578947368421053
155.0,0.14684210526315788
156.0,0.2063157894736842
157.0,0.16157894736842107
158.0,0.18947368421052632
159.0,0.14210526315789473
160.0,0.17578947368421052
161.0,0.17526315789473682
162.0,0.15631578947368419
163.0,0.17894736842105266
164.0,0.19105263157894736
165.0,0.27473684210526317
166.0,0.19210526315789475
167.0,0.2063157894736842
168.0,0.28526315789473683
169.0,0.2031578947368421
170.0,0.22210526315789472
171.0,0.18052631578947367
172.0,0.20157894736842108
173.0,0.2336842105263158
174.0,0.25578947368421057
175.0,0.25315789473684214
176.0,0.21263157894736842
177.0,0.21894736842105264
178.0,0.1894736842105263
179.0,0.25315789473684214
180.0,0.21368421052631578
181.0,0.1968421052631579
182.0,0.23157894736842102
183.0,0.2305263157894737
184.0,0.16789473684210526
185.0,0.2473684210526316
186.0,0.14947368421052631
187.0,0.2131578947368421
188.0,0.24684210526315786
189.0,0.3184210526315789
190.0,0.24578947368421053
191.0,0.33210526315789474
192.0,0.27421052631578946
193.0,0.2731578947368421
194.0,0.2910526315789474
195.0,0.20526315789473687
196.0,0.2994736842105263
197.0,0.24368421052631578
198.0,0.21052631578947367
199.0,0.21789473684210525
200.0,0.2236842105263158
201.0,0.17684210526315788
202.0,0.23421052631578948
203.0,0.2310526315789474
204.0,0.14684210526315788
205.0,0.1705263157894737
206.0,0.10157894736842105
207.0,0.1831578947368421
208.0,0.19
209.0,0.10947368421052632
210.0,0.10684210526315789
211.0,0.16736842105263156
212.0,0.09263157894736844
213.0,0.0936842105263158
214.0,0.10105263157894738
215.0,0.13789473684210526
216.0,0.12736842105263158
217.0,0.10210526315789474
218.0,0.15947368421052632
219.0,0.18105263157894735
220.0,0.14526315789473684
221.0,0.16947368421052633
222.0,0.1236842105263158
223.0,0.1405263157894737
