time,current bs,user,conn_sinr,x pos,y pos,ho pp time
17.24000000000011,9,16,-20.38480482544935,2940.3466445605372,501.58065509597554,0.06000000000005201
17.530000000000104,13,16,-19.67608472993821,2941.835248826128,501.76520140578907,0.2899999999999956
17.590000000000114,9,16,-20.38480482544935,2942.08334953706,501.7959591240913,0.06000000000000938
17.740000000000116,8,2,-14.922721038443754,2216.6084320198424,1811.707022929415,0.5000000000000071
18.600000000000094,13,16,-19.67608472993821,2947.0453637556957,502.4111134901364,1.0099999999999802
18.79000000000013,7,114,-27.021103237493207,-790.2189269947222,1407.7786674636893,0.05000000000000071
18.84000000000013,12,114,-28.79600629026237,-790.4115108000415,1407.9380772435925,0.05000000000000071
18.890000000000132,7,114,-27.021103237493207,-790.6040946053607,1408.0974870234957,0.05000000000000071
18.940000000000133,12,114,-28.79600629026237,-790.79667841068,1408.2568968033988,0.05000000000000071
18.990000000000133,7,114,-27.021103237493207,-790.9892622159992,1408.416306583302,0.05000000000000071
19.040000000000134,12,114,-28.79600629026237,-791.1818460213185,1408.5757163632052,0.05000000000000071
19.08000000000012,9,16,-20.38480482544935,2949.5263708650136,502.71869067315896,0.4800000000000253
19.090000000000135,7,114,-27.021103237493207,-791.3744298266378,1408.7351261431083,0.05000000000000071
19.140000000000136,12,114,-28.79600629026237,-791.567013631957,1408.8945359230115,0.05000000000000071
19.290000000000138,14,251,-25.6146842346609,-53.945423119746444,-730.1477802758058,0.05000000000000071
19.34000000000014,2,251,-21.2042929558246,-54.17914207006405,-730.2365240207258,0.05000000000000071
19.39000000000014,14,251,-25.6146842346609,-54.41286102038166,-730.3252677656459,0.05000000000000071
19.44000000000014,2,251,-21.2042929558246,-54.64657997069927,-730.414011510566,0.05000000000000071
19.49000000000014,14,251,-25.6146842346609,-54.88029892101688,-730.502755255486,0.05000000000000071
19.54000000000014,2,251,-21.2042929558246,-55.11401787133449,-730.5914990004061,0.05000000000000071
19.590000000000142,14,251,-25.6146842346609,-55.3477368216521,-730.6802427453262,0.05000000000000071
19.640000000000143,2,251,-21.2042929558246,-55.40566631472007,-730.4370469932397,0.05000000000000071
19.660000000000124,13,16,-19.67608472993821,2952.503579396195,503.087783292786,0.5800000000000054
20.150000000000116,7,114,-27.021103237493207,-795.4186897383422,1412.082731521075,1.0099999999999802
20.180000000000135,9,16,-20.38480482544935,2954.984586505513,503.39536047580856,0.5200000000000102
20.650000000000123,14,251,-25.6146842346609,-56.564256176079546,-725.5731319515113,1.0099999999999802
20.74000000000016,4,322,-32.75182957046377,1038.1471251487574,2382.972183500059,0.10000000000000142
20.79000000000016,5,322,-34.61563121619912,1037.4035191708558,2383.97694722832,0.05000000000000071
20.80000000000014,13,16,-19.67608472993821,2957.9617950366946,503.7644530954356,0.6200000000000045
20.84000000000016,4,322,-32.75182957046377,1036.6599131929543,2384.981710956581,0.05000000000000071
20.89000000000016,5,322,-34.61563121619912,1035.9163072150527,2385.986474684842,0.05000000000000071
20.94000000000016,4,322,-32.75182957046377,1035.1727012371512,2386.991238413103,0.05000000000000071
20.980000000000153,6,354,-4.699571141145597,2441.4267549418637,1614.0826735909334,0.740000000000002
20.990000000000162,5,322,-34.61563121619912,1034.4290952592496,2387.996002141364,0.05000000000000071
21.040000000000163,8,354,-13.457455930519629,2441.177176791367,1614.0971907116755,0.06000000000000938
21.040000000000163,4,322,-32.75182957046377,1033.685489281348,2389.000765869625,0.05000000000000071
21.040000000000163,13,146,2.8248104345066594,2831.549949161721,1310.7865104117745,0.060000000000016485
21.040000000000163,8,2,-14.922721038443754,2221.0100040913385,1795.804942458628,0.06000000000000938
21.090000000000163,5,322,-34.61563121619912,1032.9418833034465,2390.005529597886,0.05000000000000071
21.140000000000164,4,322,-32.75182957046377,1032.198277325545,2391.010293326147,0.05000000000000071
21.28000000000015,9,16,-20.38480482544935,2960.4428021460126,504.07203027845816,0.4800000000000111
21.330000000000165,3,291,-15.941583614885516,2084.908910491593,316.88927603510535,0.08999999999999986
21.390000000000168,6,291,-27.28887409061224,2084.7490722533103,317.0815043826056,0.060000000000002274
21.480000000000153,8,50,-22.011617729224042,3087.5313098272472,1639.6837701926122,0.5
21.480000000000167,3,291,-15.941583614885516,2084.429395776745,317.4659610776061,0.08999999999999986
21.530000000000154,6,146,-17.3687540446155,2819.5868527131906,1307.162379707293,0.48999999999999133
21.54000000000017,6,291,-27.28887409061224,2084.2695575384623,317.65818942510634,0.060000000000002274
21.63000000000017,13,146,2.8248104345066594,2817.1942334234845,1306.4375535663967,0.10000000000001563
21.63000000000017,3,291,-15.941583614885516,2083.949881061897,318.04264612010684,0.08999999999999986
21.730000000000157,3,123,-15.057743890939818,998.8983913460008,161.77764808178972,0.48999999999999133
21.780000000000157,13,16,-19.67608472993821,2962.9238092553305,504.3796074614807,0.5000000000000071
22.130000000000162,6,146,-17.3687540446155,2805.231136974954,1302.8134228619151,0.4999999999999929
22.280000000000165,9,16,-20.38480482544935,2965.4048163646485,504.68718464450325,0.5000000000000071
22.29000000000018,17,120,0.37106405022144884,1632.7119031781783,2877.355104110923,0.05000000000000071
22.34000000000018,19,120,-13.97711001512566,1632.4661448488014,2877.400960882963,0.05000000000000071
22.39000000000018,17,120,0.37106405022144884,1632.2203865194244,2877.4468176550026,0.05000000000000071
22.430000000000174,13,146,2.8248104345066594,2798.053279105836,1300.6389444392262,0.30000000000001137
22.440000000000182,19,120,-13.97711001512566,1631.9746281900475,2877.4926744270424,0.05000000000000071
22.49000000000014,18,113,-34.77658924259151,442.5488711048391,-1219.024421544961,1.2499999999999751
22.490000000000183,17,120,0.37106405022144884,1631.7288698606706,2877.538531199082,0.05000000000000071
22.540000000000184,19,120,-13.97711001512566,1631.4831115312936,2877.584387971122,0.05000000000000071
22.590000000000185,17,120,0.37106405022144884,1631.2373532019167,2877.6302447431617,0.05000000000000071
