time,current bs,availability,cio,hyst,ttt
0.0,17,1.0,0.0,1.0,0.08
1.0,17,1.0,0.0,1.0,0.08
2.0,17,1.0,0.0,1.0,0.08
3.0,17,1.0,0.0,1.0,0.08
4.0,17,1.0,0.0,1.0,0.08
5.0,17,1.0,0.0,1.0,0.08
6.0,17,1.0,0.0,1.0,0.08
7.0,17,1.0,0.0,1.0,0.08
8.0,17,1.0,0.0,1.0,0.08
9.0,17,1.0,0.0,1.0,0.08
10.0,17,1.0,0.0,1.0,0.08
11.0,17,1.0,0.0,1.0,0.08
12.0,17,1.0,0.0,1.0,0.08
13.0,17,1.0,0.0,1.0,0.08
14.0,17,1.0,0.0,1.0,0.08
15.0,17,1.0,0.0,1.0,0.08
16.0,17,1.0,0.0,1.0,0.08
17.0,17,1.0,0.0,1.0,0.08
18.0,17,1.0,0.0,1.0,0.08
19.0,17,1.0,0.0,1.0,0.08
20.0,17,1.0,0.0,1.0,0.08
21.0,17,0.83,0.0,1.0,0.08
22.0,17,0.83,0.0,1.0,0.08
23.0,17,0.81,0.0,1.0,0.08
24.0,17,0.8,0.0,1.0,0.08
25.0,17,0.23,1.5,1.0,0.08
26.0,17,0.23,2.0,1.0,0.08
27.0,17,0.11,2.5,1.0,0.08
28.0,17,0.0,3.5,1.0,0.08
29.0,17,0.0,3.5,1.0,0.512
30.0,17,0.0,3.5,1.0,0.48
31.0,17,0.0,3.5,1.0,0.512
32.0,17,0.0,3.5,1.0,0.512
33.0,17,0.0,3.5,1.0,0.64
34.0,17,0.0,3.5,1.0,0.64
35.0,17,0.0,3.5,1.0,1.024
36.0,17,0.0,2.5,1.0,1.024
37.0,17,0.0,3.5,1.0,1.024
38.0,17,0.23,2.0,1.0,0.64
39.0,17,0.02,3.5,1.0,1.024
40.0,17,0.23,2.0,1.0,1.024
41.0,17,0.0,3.5,1.0,1.024
42.0,17,0.23,2.0,1.0,1.024
43.0,17,0.0,3.5,1.0,1.28
44.0,17,0.2,2.0,1.0,1.28
45.0,17,0.0,3.5,1.0,1.28
46.0,17,0.2,3.5,1.0,1.28
47.0,17,0.0,2.0,1.0,1.28
48.0,17,0.0,3.5,1.0,1.28
49.0,17,0.19,2.0,1.0,1.28
50.0,17,0.0,3.5,1.0,1.28
51.0,17,0.0,3.5,1.0,1.28
52.0,17,0.0,2.0,1.0,1.28
53.0,17,0.0,3.5,1.0,1.28
54.0,17,0.0,3.5,1.0,1.28
55.0,17,0.0,3.5,1.0,1.28
56.0,17,0.23,2.0,1.0,1.28
57.0,17,0.0,3.5,1.0,1.28
58.0,17,0.0,3.5,1.0,1.28
59.0,17,0.0,3.5,1.0,1.28
60.0,17,0.0,3.5,1.0,1.28
61.0,17,0.06,3.0,1.0,1.28
62.0,17,0.0,3.5,1.0,1.024
63.0,17,0.05,3.0,1.0,1.024
64.0,17,0.0,3.5,1.0,1.28
65.0,17,0.0,3.5,1.0,1.28
66.0,17,0.0,3.5,1.0,1.28
67.0,17,0.0,3.5,1.0,1.28
68.0,17,0.0,3.5,1.0,1.28
69.0,17,0.0,3.5,1.0,1.28
70.0,17,0.0,3.5,1.0,1.28
71.0,17,0.0,3.5,1.0,1.28
72.0,17,0.0,3.5,1.0,1.28
73.0,17,0.0,3.5,1.0,1.28
74.0,17,0.0,3.5,1.0,1.28
75.0,17,0.0,3.5,1.0,1.28
76.0,17,0.0,3.5,1.0,1.28
77.0,17,0.0,3.5,1.0,1.28
