time,previous bs,current bs,user,conn_sinr,x pos,y pos
17.140000000000107,6,9,235,-22.345850294557692,2729.2011571905787,369.55736883005534
17.180000000000057,9,13,16,-19.67608472993821,2940.0985438496054,501.5498973776733
17.190000000000108,8,6,289,-12.570552624507897,2525.9881015208916,1399.3757744196935
17.24000000000011,13,9,16,-20.38480482544935,2940.3466445605372,501.58065509597554
17.24000000000011,8,5,2,20.929098307530225,2215.941527160525,1814.1164290613524
17.530000000000104,9,13,16,-19.67608472993821,2941.835248826128,501.76520140578907
17.590000000000114,13,9,16,-20.38480482544935,2942.08334953706,501.7959591240913
17.740000000000116,5,17,218,-38.73976462064121,1851.3010631593356,2835.775810427942
17.740000000000116,5,8,2,-14.922721038443754,2216.6084320198424,1811.707022929415
18.240000000000123,14,11,351,-17.397017501964356,-924.7583041728008,-1068.6279879057565
18.490000000000126,19,16,13,-27.266325784838045,446.9730329971821,3960.510175096437
18.600000000000094,9,13,16,-19.67608472993821,2947.0453637556957,502.4111134901364
18.74000000000013,7,12,114,-28.79600629026237,-790.026343189403,1407.6192576837861
18.79000000000013,12,7,114,-27.021103237493207,-790.2189269947222,1407.7786674636893
18.84000000000013,7,12,114,-28.79600629026237,-790.4115108000415,1407.9380772435925
18.890000000000132,12,7,114,-27.021103237493207,-790.6040946053607,1408.0974870234957
18.940000000000133,7,12,114,-28.79600629026237,-790.79667841068,1408.2568968033988
18.990000000000133,12,7,114,-27.021103237493207,-790.9892622159992,1408.416306583302
19.040000000000134,7,12,114,-28.79600629026237,-791.1818460213185,1408.5757163632052
19.040000000000134,12,10,34,-29.260695256260362,-1578.8261577223677,1824.7359377183125
19.08000000000012,13,9,16,-20.38480482544935,2949.5263708650136,502.71869067315896
19.090000000000135,12,7,114,-27.021103237493207,-791.3744298266378,1408.7351261431083
19.140000000000136,7,12,114,-28.79600629026237,-791.567013631957,1408.8945359230115
19.190000000000136,15,9,32,0.2700055516929325,2871.9246903589237,-895.2250999708971
19.240000000000137,14,2,251,-21.2042929558246,-53.711704169428835,-730.0590365308857
19.290000000000138,2,14,251,-25.6146842346609,-53.945423119746444,-730.1477802758058
19.34000000000014,14,2,251,-21.2042929558246,-54.17914207006405,-730.2365240207258
19.39000000000014,2,14,251,-25.6146842346609,-54.41286102038166,-730.3252677656459
19.44000000000014,14,2,251,-21.2042929558246,-54.64657997069927,-730.414011510566
19.49000000000014,2,14,251,-25.6146842346609,-54.88029892101688,-730.502755255486
19.54000000000014,14,2,251,-21.2042929558246,-55.11401787133449,-730.5914990004061
19.590000000000142,2,14,251,-25.6146842346609,-55.3477368216521,-730.6802427453262
19.640000000000143,14,2,251,-21.2042929558246,-55.40566631472007,-730.4370469932397
19.660000000000124,9,13,16,-19.67608472993821,2952.503579396195,503.087783292786
