time,satisfaction
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,nan
15.0,nan
16.0,nan
17.0,nan
18.0,1.0
19.0,1.0
20.0,0.9325428571428571
21.0,0.9818384615384615
22.0,0.9865085714285714
23.0,0.9771498153846154
24.0,0.98377398
25.0,0.9719701894736842
26.0,0.962469590638298
27.0,0.9226799587330317
28.0,0.9264399175965665
29.0,0.9345950482304527
30.0,0.93815394614786
31.0,0.9133155326153846
32.0,0.924231054904943
33.0,0.9205684978113207
34.0,0.9212686150570343
35.0,0.9120630123193917
36.0,0.9421028209885931
37.0,0.9277150552671756
38.0,0.9071487448854961
39.0,0.9153695501140685
40.0,0.9300969793103447
41.0,0.9111386076335878
42.0,0.9165112640613028
43.0,0.9116956900763358
44.0,0.910497237735849
45.0,0.892146712180451
46.0,0.896140274962963
47.0,0.893037211469534
48.0,0.877171076197183
49.0,0.8840395121107265
50.0,0.8886044906849315
51.0,0.8876298589115648
52.0,0.8929306170270269
53.0,0.8817691837333332
54.0,0.870337988
55.0,0.8575905314285716
56.0,0.878918656
57.0,0.8778569599999999
58.0,0.8872724634899328
59.0,0.866644802020202
60.0,0.8653379198653198
61.0,0.863815548338983
62.0,0.8656971424489796
63.0,0.8700475149999999
64.0,0.8781341028767125
65.0,0.8975917151557092
66.0,0.8997790256445993
67.0,0.8963553955244756
68.0,0.8885276951916377
69.0,0.8711589558041959
70.0,0.8671770688111888
71.0,0.8719235469014085
72.0,0.876131881696113
73.0,0.9146610676811594
74.0,0.9144276716245487
75.0,0.8983218045756458
76.0,0.9232022457794676
77.0,0.8945597903125
78.0,0.937082335742972
79.0,0.9568823026938775
80.0,0.935650159338843
81.0,0.9400194576470589
82.0,0.9356794733333333
83.0,0.9465970406956521
84.0,0.9479356517647058
85.0,0.9441075493212671
86.0,0.9434149553051642
87.0,0.9570860335545024
88.0,0.944404481773399
89.0,0.9476198621568627
90.0,0.9407438751269035
91.0,0.9349853183505155
92.0,0.9389230785492229
93.0,0.9480840996825397
94.0,0.9571225132972974
95.0,0.9381606604255318
96.0,0.9425910498395723
97.0,0.9240093731891892
98.0,0.9304981106010929
99.0,0.9502639257754011
100.0,0.921295900103627
101.0,0.9390285241237114
102.0,0.9260712962436549
103.0,0.9504705371144279
104.0,0.9508255646000001
105.0,0.9578478713725491
106.0,0.9446791655502392
107.0,0.9489004015238095
108.0,0.9457800052968036
109.0,0.9338203324444444
110.0,0.9361536982142857
111.0,0.9347781316017316
112.0,0.9108530171673819
113.0,0.93106193697479
114.0,0.9375844958677686
115.0,0.9389311728514057
116.0,0.912801959678715
117.0,0.909673428340081
118.0,0.9311922816
119.0,0.934017984063745
120.0,0.9299375369169961
121.0,0.9293216574117648
122.0,0.9267062297674418
123.0,0.9187660772307693
124.0,0.9244565319083969
125.0,0.9186436000000001
126.0,0.9142530313108614
127.0,0.9365384154545454
128.0,0.9108583676691729
129.0,0.921315662007435
130.0,0.9397835775
131.0,0.91252453992674
132.0,0.9291846032472325
133.0,0.9407086666666667
134.0,0.9230386751824817
135.0,0.9384544837545126
136.0,0.9228528033576642
137.0,0.9207839944322344
138.0,0.9340563439705882
139.0,0.9134135688235294
140.0,0.9212848695522388
141.0,0.9190805559851302
142.0,0.9293974333333334
143.0,0.9483719225855514
144.0,0.9445649426356589
145.0,0.942590424375
146.0,0.9354646184375001
147.0,0.90081183125
148.0,0.9399308962248996
149.0,0.9217445533603238
150.0,0.9362285805714285
151.0,0.9305220310743803
152.0,0.9276840989121339
153.0,0.9344839967796609
154.0,0.9382456285470085
155.0,0.930368318061674
156.0,0.9325501991189427
157.0,0.9465374515315315
158.0,0.9201107643049328
159.0,0.9148727610714287
160.0,0.9253915800896861
161.0,0.9224635889090909
162.0,0.917719453640553
163.0,0.934260350046083
164.0,0.9353092917431193
165.0,0.9257923133333333
166.0,0.9208973681481482
167.0,0.9357209791780822
168.0,0.9285153457534245
169.0,0.9366415032314411
170.0,0.9436894329824562
171.0,0.9466903710043667
172.0,0.9480280705172414
173.0,0.954025989688889
174.0,0.9334295019298245
175.0,0.9402543506726457
176.0,0.932443721238938
177.0,0.9094095477192983
178.0,0.9428044170909092
179.0,0.9549478183486239
180.0,0.940099468959276
181.0,0.9466681277477478
182.0,0.9479923006334842
183.0,0.9552448383486238
184.0,0.9554459752995391
185.0,0.9499637253456221
186.0,0.9338306823529412
187.0,0.9305166681278539
188.0,0.94174172
189.0,0.945711185116279
190.0,0.9770000084792626
191.0,0.9334974117431193
192.0,0.9534932843243242
193.0,0.9694374076444444
194.0,0.9439959339130436
195.0,0.9500655593248946
196.0,0.9517479973770493
197.0,0.9459061764227642
198.0,0.95604985
199.0,0.9670106126984126
200.0,0.9456891755905512
201.0,0.934549790438247
202.0,0.9213953490476191
203.0,0.9315566691633467
204.0,0.9497661574297188
205.0,0.9393565453497942
206.0,0.942818636244898
207.0,0.9383322214754098
