time,user,x pos,y pos
19.24259992524449,258,2672.3910647111006,126.90454010914145
19.244070384441276,361,3182.702821723011,373.7672927217136
19.251826992979915,152,-1526.138404616067,1354.3618850181183
19.32610960992733,342,3517.7328481556615,1129.8603144469698
19.740221376790842,222,3279.1080420869885,-14.27712044203783
19.78316316617029,239,3184.7806182010327,956.2232841611124
19.82051964700506,256,3089.657895206694,-49.75544435327774
20.11608927185245,198,2576.490072046895,-337.31835706720796
20.367103557726875,329,1954.2203883883603,1250.0728424848696
20.426817621985727,305,682.9312180815377,-598.8274061933716
20.427265616029246,205,2158.929914221211,1259.8092706184689
20.46960444717721,140,694.7549929382709,-228.80519328645366
20.54971203651901,381,3203.671023160803,55.723197989728014
20.5792702541617,287,-1782.861771139401,916.4401004132417
20.614727205702362,20,-1049.899310415657,2763.486381079061
20.624457413775218,112,2332.2474797033465,442.2075008308318
20.633049398203966,122,-1045.96799532953,2019.3839437753209
20.6604187335412,304,2135.0781908173617,3582.1040299012416
20.704655839218006,303,3188.719780092212,1414.1041724532975
20.793090289236652,156,1582.882904270925,2314.4057070218482
20.796967720341314,313,-1378.0687081148417,456.28464930082293
20.800928518563204,28,-1303.500164634068,242.03039107689023
20.903542729810276,129,-278.396076960145,665.5551980169557
20.91384807471387,44,700.5058840948795,3407.1089369711035
20.92782965126582,193,953.7192220623531,3094.247977522705
20.950492884069895,376,858.2226309415983,-1733.1994920783477
20.95304056508419,124,2849.204419985775,-548.7268018824564
21.013047982737348,11,3142.9869091540477,-269.8095039524335
21.027612399070616,379,-1428.7293217795832,1684.3395284988728
21.065563241315925,116,-168.6102877644669,1623.2482306209968
21.090098220459296,328,-1561.913667406894,1056.0609161438551
21.130867012494644,230,-342.8277268211781,728.2958043776672
21.16351700524628,327,2035.3822312307454,651.6172433147907
21.23289515716275,365,3216.221947203194,81.1304245803251
21.29267029292314,95,-325.6710130128076,-423.004261500973
21.35317016324221,39,6.685177128736635,1374.338914171674
21.373410272748913,209,202.0446300821298,2003.266099093982
21.448349536767473,360,3518.4446807622953,1430.216771819165
21.476518440105313,314,-257.8933450773101,1266.495717884383
21.480304816690065,378,-1815.5269050713096,1342.4003675418976
21.524771054784896,27,-1026.255018538643,-217.34066279936394
21.605182763568177,99,-948.8814613085688,1795.3514825878774
21.629379429083652,357,22.677861795125864,854.0395690972161
21.631542973553067,147,-1355.8562950619344,201.78384882702954
21.651719026944164,73,1205.7465969224484,2397.5847281713804
21.667261831337253,176,1334.9185272662355,3513.6543498249666
21.703565398151838,197,-994.4862054906939,-75.23837995102062
21.716193565984458,219,-1004.7163212646351,-971.85666938297
21.802714664999318,185,-634.7031827582504,-187.05308786828914
21.831764795482755,200,3507.615416080273,977.29747948497
21.980156169417473,59,-1960.1781222616635,1052.1643377306677
21.99059342801676,149,-303.74507470665,1990.1820640085605
22.01593519834096,31,-940.0748868993742,1607.2819025308972
22.096636774660308,175,1756.8791797390604,3550.0772182545797
22.151472112508763,69,-561.5445004761066,2221.028341766089
22.29424261316825,202,-503.6668113994241,2837.159233625162
22.422071364968886,331,-864.9895037426177,-249.54581744731695
22.48698107990477,46,-457.29100224411695,-301.98681436138486
22.499987118976414,138,-1140.783629155354,593.6697207280101
22.510688473969097,139,3545.4810707676193,294.0688564882974
22.54617089354686,330,-1205.2087900472307,1840.9154894363032
22.54898867857607,111,1960.5843513060427,1512.9422174061424
22.551635900688314,268,984.0780458580114,-942.2414260810975
22.6044861332983,68,1654.1582493322758,2215.376638007958
22.65216143630795,109,-1570.2765103023712,1260.5940390345972
22.744802785427165,103,-1075.0816988722909,2313.6652734829277
22.779725445066802,374,-1246.0021656628603,2496.894915234587
22.97750914307993,179,2964.3569988524623,-673.3651262565205
22.989379539372038,14,-560.76529168165,3553.9789606268164
23.072487646822537,216,2571.2210578800596,466.73645486829344
23.074511703852018,141,55.57196332062069,-1240.6003557492159
23.11639615413611,293,-634.756446569082,2107.0254093909207
23.129273614019457,302,-1126.6661271857556,1594.7238003647758
23.208874216090482,199,1271.8248137689952,2693.280045594991
23.335497102331225,346,1187.3599516415425,2950.781346090015
23.3851587457993,35,1823.2231584148665,2505.1951116690866
23.39637707516072,359,3137.663098670682,475.398667157516
23.439120674469528,266,263.1420245797991,2185.788652347066
23.603599642096356,214,-1411.562978761024,518.7084530304044
23.694567261671914,284,623.759662882693,3667.024782907127
23.736920756891735,343,740.1366681248762,1514.3224364591638
23.791099420155867,45,1236.0074951132754,3366.3335087435075
23.81052060398168,277,354.8780277599331,3350.671762861073
23.973636528907797,143,692.7722228324687,2103.556835813897
24.037625977812702,127,2950.6571761214145,589.090801893582
24.041546494994186,90,-333.3965218314206,-1404.7458233187062
24.25917206331716,232,2334.550708334417,-175.81668103787393
24.310464682593647,53,1588.7340478298293,-1207.5087547147405
24.31240128023654,312,777.804570806124,-1878.741977139181
24.32852919048589,335,-277.8828865168323,1386.869752823668
24.61448172987581,259,-1416.3286859535601,746.4018884502675
24.638769843167534,292,-648.6484715185773,3453.914729078883
24.673368897824485,290,1903.9024079462858,1615.7063191324446
24.703961461634275,278,3764.627185795761,859.6511893918787
24.773605014058543,22,1.915229069937887,3324.61551355924
24.82934184249289,154,-993.045586146829,1390.2564476832704
24.833959364206947,315,2746.8375270820616,1310.2782841001717
25.011039667770252,244,1574.144101188383,-217.21677879701122
25.083199919237256,372,1153.554116745665,-1011.3074063236955
25.090482612121747,163,1904.4517987768409,1404.0455055076727
25.49433345664631,254,1852.4052553892366,2304.0436054978204
25.526789792769073,100,923.2126913407697,1607.1708881961636
25.627650323507424,15,1332.9324787651422,3351.545249069808
25.737055343251598,250,1953.7825804932127,-1284.5172375220295
25.867582068571647,128,2419.655434073521,15.430632950097369
25.98514892242107,262,2393.761403638572,-591.520274982962
26.22078129262208,353,-476.12938719590557,1903.145624627703
26.41890748032418,275,2198.5095699407684,1040.4143250750735
26.790497210245363,224,1955.6105099156398,-412.58631237674587
28.56621917229878,201,-353.3305593776277,2960.8210856217784
30.9746576188961,17,3195.0006390890567,-563.5916290509572
36.97821348688805,11,3133.1031568210506,-190.67434147821785
37.17591368097835,193,1004.816703330929,3157.4192519123676
37.626444429710865,381,3287.6453888217657,39.64352411774366
37.77260627783449,329,1868.0183542450586,1244.1085780924902
38.226119422358934,303,3270.5807551193193,1394.5876500848158
38.45288149161556,156,1669.790249118895,2297.6915390356658
38.52659359346302,230,-303.10272429456666,1161.4781264711105
38.798647012481,342,3609.1708738876623,1162.9760199388643
38.80094702021237,312,822.4410430978442,-1935.8719634979516
38.91290618959773,256,3159.7470769464844,15.111778518053457
38.96426304739453,239,3089.2964596926695,966.1618692696368
39.413783269942265,175,1701.7047474702485,3617.020063457163
39.490964727725434,20,-1133.9916405775568,2720.924161823736
39.675029915559506,305,688.528078281028,-694.9145419395679
40.00389839581649,124,2842.331791483113,-643.4838687139718
40.562268060945556,141,124.43509993124557,-1193.3266562236745
41.04022730962025,39,-85.84635241180816,1341.308949883319
41.12449524464277,112,2319.556864845026,543.9188487450018
41.22868900501555,35,1909.012596432227,2529.8067923240415
41.33453185297366,360,3558.8441736206914,1339.2875082304445
41.359560062898026,34,-1815.704604727003,1318.682418963001
41.40532227478305,149,-400.104605597059,1977.0518200434808
41.40559762465703,198,2562.173581230918,-869.6258697802165
41.43974248053609,359,3153.9523473352992,388.6544606621361
41.543508085064474,376,756.3711397904524,-1746.7581148065733
42.197291984040106,361,3182.5534134571867,378.2207753433107
42.49416947964623,69,-476.8110178424706,2165.1491245133398
42.79733307943714,127,3351.9518449662696,831.349240872959
42.805558169755344,372,1212.7591296093597,-1077.423432760678
43.04919576877497,179,2893.0305425122388,-602.9194086723478
43.062936547331354,129,-251.9948621668002,561.0853822271092
43.083421164000875,103,-1159.4727988249463,2171.654100844852
43.1215189614591,351,-987.6393118721346,-989.8140200297968
43.31085196645494,331,-881.7743532167565,-352.6890131905725
43.67187346234948,293,-1129.1631555298923,1967.3791826801921
43.930797239846946,219,-1035.0538080973806,-865.0829043810866
44.15892599846932,209,91.02905939700594,2029.1802470725668
44.472736390870196,314,-354.28247965902835,1329.218399065773
44.53640360822548,14,-499.47165639131384,3465.360944552752
44.90563686307475,139,3438.0898915841212,325.867199740186
44.96485746603068,268,1095.9711283378558,-947.1340831464323
45.03554685776496,44,580.0126691038076,3408.387663334912
45.13604976851201,365,3274.718141468447,-22.676198316011657
45.54534251475542,45,1163.6669906380644,3285.1336693822986
45.5920213331852,200,3390.767681721377,998.4674930695304
45.704329780212156,138,-1250.6939342672495,556.1075203456871
45.71762249332799,284,713.9732174942524,3603.648312002355
45.81870181947342,222,3398.652412828459,-131.65875682152105
46.00275175205148,214,-1295.1657919853321,1066.4781992839623
46.42371812767172,278,3868.846211373413,829.4742991005332
46.463388438381905,201,-273.912591351692,3002.088946659601
46.57585497107504,353,-539.1440066400536,1823.2568254358616
46.57929345000579,346,1299.4787875070301,2981.4966377892792
46.88609977803792,154,-897.9510367330217,1334.4703457242426
46.92825934182895,374,-1198.5347039330163,2385.8660785437546
46.95373256800585,302,-1177.9447909684513,1487.062009832304
47.19720829805599,328,-993.2408764134256,1376.0101414650862
48.08827171293012,250,1842.2783265641583,-1291.9242514760124
48.934317720392144,335,-28.69546106668052,1949.124701221217
48.938483709582314,15,1240.9452426412286,3423.0336984185005
49.354249414655065,341,-251.74461079844792,941.6155624037035
49.489799124585474,292,-189.87064927749338,3035.0179967931012
50.19252192969692,17,3098.5413177688856,-144.78114537834028
51.62854319539993,52,1890.0675816573678,1539.366239022778
52.387330074222376,128,2327.039147920651,110.18544042311689
53.66189177257491,270,2096.0229879129474,3942.0052524276593
54.696382268795965,230,-539.0472797156747,1414.4653331064692
54.874876791246585,342,3684.8599337480846,1190.3879920941085
54.875107353471776,193,1060.4736521588286,3226.227347709108
55.280439467139594,156,1752.2785764322223,2281.8272439979332
55.363150348574166,20,-1135.3301744577564,2657.4174800301844
56.26729533795081,113,555.0753493321266,-385.30012043216493
56.598806402580976,256,3224.515352219118,75.05452635465033
57.283421304591954,74,1848.13000641562,1116.9799557818899
57.84375056702255,11,3120.183016623998,-87.22806325957204
58.41789317448968,303,3364.8584611148435,1358.3562527584031
59.07620491665478,381,3392.981654519289,19.473406892359776
59.98293285282213,179,2832.7321168281096,-543.3655476722616
60.04974336613702,39,-175.31704255279345,1309.37157983351
60.406211153874935,141,131.03233302515576,-1094.296160842174
60.41832748476482,376,662.6975055930482,-1759.2280889945764
60.56391604387848,219,-1057.8069232219398,-785.002580629674
60.56948221485655,34,-1904.5224049540575,1033.0779342665487
60.72990947236049,44,501.5170892133583,3409.22069254287
61.09915061772004,127,3743.615441758848,1067.7934773168308
61.191160459610046,149,-497.95040174541776,1963.719053035238
61.295978700204806,361,3112.7752503968586,323.86260238366424
61.46638772801527,359,3222.653856362126,320.379842313741
61.53709553660133,312,842.6448002509288,-1987.61535548231
61.67718155405174,112,2239.2498532966174,544.5550696930509
62.19247173130602,314,-428.4602049675681,1377.4875928444947
62.45742887617857,239,2972.4278281850375,978.3262833347578
62.47660217729543,70,3315.4579098252793,945.4111904426104
62.47877474502947,372,1278.3015804697316,-1150.6166676613461
63.23120139448555,214,-1205.7893807111402,1487.0871115858015
63.24845828971108,293,-1557.9550939725827,1837.8360193871797
63.380698576611096,154,-826.7918500968394,1292.7256435780314
63.564132904450005,129,-208.19886724435014,468.41305178942633
63.72175500611114,331,-898.157651268069,-453.3646683658076
63.774241197985646,222,3229.1828783957644,-480.20520311771554
64.4375265620297,14,-442.87103726008064,3383.5280666003673
64.49067630201085,353,-594.5720994189356,1752.9860880631854
64.6068228271073,322,354.79300463843515,3221.6605750047574
64.67565324738982,200,3354.902066663493,1075.619898447932
64.70297971118069,45,1099.8077866875333,3213.4538111875763
64.78083442708315,328,-609.7680365097461,1591.761343214269
65.07207807741577,319,1129.837088504099,1414.0920427096994
65.23368835440314,7,-1513.756401000389,1894.4852822233852
66.47469428477666,201,-185.17743154617727,3048.198288601302
67.27903681700766,268,1207.364688128058,-952.0048979927254
69.1343347873823,371,389.6098049845359,128.48566941238957
69.47225029128559,255,745.2145081245321,-1572.7675067068428
69.95581538187714,10,-268.0235231053274,-1852.5881172051982
70.94983558290821,177,3512.6550310872576,680.8297734188254
71.20753599326672,138,-1371.985870498202,516.8071869458518
71.3264619541234,278,3841.9604577264445,867.264129992504
71.62227310330292,302,-1230.9434937878832,1375.7889223427683
73.26913411760873,74,1873.039702531776,1040.9568866554312
74.51684869338408,342,3777.238196248538,1223.8442189792358
74.60930617116051,32,3048.6184716193784,-858.698738605221
75.87855878994273,285,-1684.6291308437535,1538.7452406688276
76.16188547879767,312,774.9143851565304,-1959.7199549449404
76.56252291232563,361,3043.1091499578397,292.25746910399505
77.0635949616911,191,1297.0131589785358,-516.2791803891404
77.20744383963748,376,579.4320529731333,-1770.3125104950236
77.2547602083691,222,3099.929531187423,-168.43634284548943
77.78948582019304,214,-1130.183172336751,1842.8929065853224
78.05070983794886,256,3303.41155155972,148.07260445588813
78.07227980534637,179,2768.342647513494,-479.77115922969176
78.56802992399659,219,-1082.920705726082,-785.095946553556
79.70943387905456,233,-948.6828728400441,-727.253845155672
80.14208606573396,303,3466.1369868625106,1319.4344051354747
81.37303980775283,44,398.2729029243278,3410.3163647176684
81.63439292350496,228,1183.470986848085,3849.045047280225
81.65574511343976,210,3612.6598520024777,1648.4986591029271
83.11146344286611,200,3335.3610018128716,1165.7764804844571
83.6608746615781,127,3692.4146515044754,878.7177045984097
84.01339914618225,276,-1157.8629954659634,-360.95911398255726
84.19405089119667,238,3070.1798577857776,1086.7119842059112
84.48847296715579,331,-914.8220353153599,-555.767601938657
84.85015498416587,201,-103.54108452510371,3090.618883187667
85.04051048750388,310,1180.5553088480938,1026.2640712369307
86.73096629360758,161,-117.99735309670916,71.28089119890672
87.12889459223429,138,-1434.6959705051017,483.4687321417081
87.74394879069007,45,1135.1962660745676,3112.781745056569
88.64148261480506,63,-886.5092104242141,2659.442537576077
89.08757038494747,25,-132.7893693449251,3928.6224156918515
89.09039183942322,283,1439.6345797051636,-320.3003904834595
89.32415453857682,96,44.95408477864343,3955.4274097114658
89.36964043148419,14,-371.9069444297154,3280.9285537907194
89.60763312591337,150,1187.9242769433827,1174.3090306093945
90.01946032806175,322,-163.44479157869333,3488.976026526445
91.09113915788807,243,-313.1109973963663,440.03403347844505
92.84835537889984,23,-308.35248388001395,3371.500461506588
93.06001980144619,83,1982.7278279937636,-530.3984791871147
93.4385343307361,223,113.07226931078264,710.1453425202008
93.45279065029581,229,2037.0053329904233,3704.297395490609
93.49449665531972,219,-1056.2535040305331,-835.3086453952262
93.72761623637453,264,2335.639584679801,-241.60837042371207
94.0006464156757,8,-388.4606582127089,543.9919520771555
94.23533180221135,255,306.9814119883027,-1986.299741227219
94.5811412169866,362,-1010.025553774819,-193.29801000136052
95.34503282439711,233,-958.3698327502751,-337.3741678093211
95.37725379265787,148,-768.2620146204985,-1285.7864151000513
95.56563748472688,214,-1037.6889792739246,2278.174222804668
96.3826774245054,278,3741.234814788337,941.7081180285292
96.45247116038351,298,-868.515252246024,-904.6705745635012
96.99638818913989,110,-1013.2335069083952,1782.6078212474222
97.1980296270969,32,3081.3494020939834,-750.8041201562056
97.48197291464002,368,-126.81782211624386,-1243.3409946575514
97.56071233564805,132,2885.120865893525,195.30472638351213
97.96336170477643,185,1263.0973967352734,-337.4426585641707
98.26781272951918,153,-1581.483959048027,1426.9481066694161
98.28120670317705,79,-186.83273354857943,3505.198877745975
98.28165913896038,303,3550.8469058634396,1286.8799565476336
98.56012361707815,210,3558.7500240990034,1713.5677028597672
98.69818580924213,297,-169.84906140745397,3897.372880807606
98.74285192836439,84,278.20839370457986,3086.054270127494
98.96930838142303,226,-296.58184932230614,2853.202333859379
99.5126988387284,232,2690.164959809741,-298.70918141026436
100.0121344954569,179,2690.2570756098576,-402.64978761011116
100.50576471965532,108,595.6335134075248,2448.9177336912153
100.57263659253866,256,3385.9773415673267,224.48687223624862
100.68048140643,375,1096.2121981610064,-1898.0099546722515
101.16277806151211,13,-272.0172784566091,3571.4638432895263
101.40401262140725,155,-420.2327136543395,3643.64131456233
102.61213485512789,60,1127.0399119268004,1627.3758068519219
102.70610797032631,196,1237.0915001627386,578.0676332158212
102.81090326756053,158,-456.11410315219973,-1463.4710697779271
102.82682577371878,275,2098.6963556784467,1409.14365976218
103.04711019187195,271,-841.9227837110964,2457.616898748305
103.07066606495862,261,900.7762100459371,-1574.3770922731433
103.09406504628959,377,-1115.0385682245344,1872.7430170208283
103.17113759782673,306,-1178.6884148472443,2515.8894158687867
103.22329479521493,157,-1016.8505821459536,1918.1479547189738
103.2853856216365,334,-266.20218264649253,-1928.9654054895623
103.4053016064974,352,1086.118332570188,428.73595397942853
103.7728659041861,150,1150.1176099639492,1233.8154949037107
103.817129642642,207,-1062.7603151693295,941.199856923382
105.09944266819264,344,1353.0716912291055,-336.0081221943884
105.86299108975405,373,149.3881812559768,-1503.286970398506
106.74802022468835,331,-932.6910736311297,-665.5731572155678
107.24294063354243,330,-1187.7642480801915,1433.9083175016494
107.33217519612214,283,1517.4617123139678,-272.661121703497
107.44274038675022,184,2082.790367373758,82.9969956395766
107.62189800775496,65,2062.1941732303458,-145.14754095629442
107.82563306004892,53,1354.1576278212178,-1552.878343960865
108.54554847842383,86,1788.9918199176316,-331.3909008182076
108.55470678371532,25,-36.28561142897286,3942.5247431265225
108.59372010105616,83,1923.5476166439876,-580.4379894224593
108.8059455850838,322,-179.9924784963097,3958.6846320019067
109.57606438599478,201,-174.47313913418412,3048.436685595466
109.91934324415195,14,-313.45756135700975,3196.422742638885
110.22097717865978,272,1834.7605699314163,2335.6083373118186
110.75651331922494,63,-610.6754608259478,2179.2813093594655
111.44554647101666,363,-1342.8651563952951,-120.30016685686421
111.55535734481687,219,-981.1091473980416,-885.7425195899534
111.91459220428167,134,899.423535730462,-1084.8954764840498
111.92237264953532,326,2341.3006562919845,-472.3752108523488
112.17642900378837,223,19.325969231552225,710.9782419466851
112.75298273330229,249,24.971626189218117,2986.635040666442
112.83109370652784,23,-403.68241057695917,3341.2977285845445
113.17652313182425,183,-620.7950592031331,-538.6703005125574
113.86326019852952,187,2892.1372130701293,-198.32035248920423
113.86882992839962,123,1272.0424903389173,-209.27876769004502
113.95364527116458,27,-1176.8551407462057,-457.5486437295227
114.02604252894604,264,2324.397551684677,-215.79735169732697
114.29047490146863,299,697.3863812104863,614.6855817058581
