time,current bs,availability,cio,hyst,ttt
0.0,5,1.0,0.0,1.0,0.08
1.0,5,1.0,0.0,1.0,0.08
2.0,5,1.0,0.0,1.0,0.08
3.0,5,1.0,0.0,1.0,0.08
4.0,5,1.0,0.0,1.0,0.08
5.0,5,1.0,0.0,1.0,0.08
6.0,5,1.0,0.0,1.0,0.08
7.0,5,1.0,0.0,1.0,0.08
8.0,5,1.0,0.0,1.0,0.08
9.0,5,1.0,0.0,1.0,0.08
10.0,5,1.0,0.0,1.0,0.08
11.0,5,1.0,0.0,1.0,0.08
12.0,5,1.0,0.0,1.0,0.08
13.0,5,1.0,0.0,1.0,0.08
14.0,5,1.0,0.0,1.0,0.08
15.0,5,1.0,0.0,1.0,0.08
16.0,5,1.0,0.0,1.0,0.08
17.0,5,1.0,0.0,1.0,0.08
18.0,5,1.0,0.0,1.0,0.08
19.0,5,1.0,0.0,1.0,0.08
20.0,5,1.0,0.0,1.0,0.08
21.0,5,0.94,0.0,1.0,0.08
22.0,5,0.94,0.0,1.0,0.08
23.0,5,0.73,0.0,1.0,0.08
24.0,5,0.19,2.0,1.0,0.08
25.0,5,0.22,2.0,1.0,0.08
26.0,5,0.27,2.0,1.0,0.08
27.0,5,0.0,2.0,1.0,0.08
28.0,5,0.0,2.5,1.0,0.08
29.0,5,0.01,3.5,1.0,0.08
30.0,5,0.0,3.5,1.0,0.08
31.0,5,0.0,3.5,1.0,2.56
32.0,5,0.0,3.5,1.0,2.56
33.0,5,0.0,3.5,1.0,2.56
34.0,5,0.12,2.5,1.0,2.56
35.0,5,0.1,2.5,1.0,2.56
36.0,5,0.08,3.0,1.0,2.56
37.0,5,0.07,3.0,1.0,2.56
38.0,5,0.04,3.0,1.0,2.56
39.0,5,0.05,3.0,1.0,2.56
40.0,5,0.0,3.5,1.0,2.56
41.0,5,0.0,3.5,1.0,2.56
42.0,5,0.04,3.5,1.0,2.56
43.0,5,0.0,3.5,1.0,2.56
44.0,5,0.0,3.5,1.0,2.56
45.0,5,0.0,3.5,1.0,2.56
46.0,5,0.0,3.5,1.0,2.56
47.0,5,0.0,3.5,1.0,2.56
48.0,5,0.0,3.5,1.0,2.56
49.0,5,0.0,3.5,1.0,2.56
50.0,5,0.0,3.5,1.0,2.56
51.0,5,0.0,3.5,1.0,2.56
52.0,5,0.0,3.5,1.0,2.56
53.0,5,0.0,3.5,1.0,2.56
54.0,5,0.0,3.5,1.0,2.56
55.0,5,0.0,3.5,1.0,2.56
56.0,5,0.0,3.5,1.0,2.56
57.0,5,0.0,3.5,1.0,2.56
58.0,5,0.0,3.5,1.0,2.56
59.0,5,0.0,3.5,1.0,2.56
60.0,5,0.0,3.5,1.0,2.56
61.0,5,0.0,3.5,1.0,1.28
62.0,5,0.0,3.5,1.0,1.28
63.0,5,0.0,3.5,1.0,1.28
64.0,5,0.0,3.5,1.0,1.28
65.0,5,0.0,3.5,1.0,1.28
66.0,5,0.0,3.5,1.0,1.28
67.0,5,0.0,3.5,1.0,1.28
68.0,5,0.0,3.5,1.0,1.28
69.0,5,0.0,3.5,1.0,1.28
70.0,5,0.0,3.5,1.0,1.28
71.0,5,0.0,3.5,1.0,1.28
72.0,5,0.0,3.5,1.0,1.28
73.0,5,0.0,3.5,1.0,1.28
74.0,5,0.0,3.5,1.0,1.28
75.0,5,0.0,3.5,1.0,1.28
76.0,5,0.0,0.0,1.0,1.28
77.0,5,0.0,3.5,1.0,1.28
78.0,5,0.07,3.0,1.0,1.28
79.0,5,0.43,1.0,1.0,1.28
