time,previous bs,current bs,user,conn_sinr,x pos,y pos
17.140000000000107,9,13,16,-11.48184277162217,2939.8504431386737,501.51913965937104
17.190000000000108,13,9,16,5.269333930903869,2940.0985438496054,501.5498973776733
17.24000000000011,9,13,16,-11.48184277162217,2940.3466445605372,501.58065509597554
17.29000000000011,13,9,16,5.269333930903869,2940.594745271469,501.6114128142778
17.34000000000011,9,13,16,-11.48184277162217,2940.842845982401,501.64217053258005
17.39000000000011,13,9,16,5.269333930903869,2941.0909466933326,501.6729282508823
17.44000000000011,9,13,16,-11.48184277162217,2941.3390474042644,501.70368596918456
17.490000000000112,13,9,16,5.269333930903869,2941.587148115196,501.7344436874868
17.540000000000113,9,13,16,-11.48184277162217,2941.835248826128,501.76520140578907
17.590000000000114,13,9,16,5.269333930903869,2942.08334953706,501.7959591240913
17.640000000000114,9,13,16,-11.48184277162217,2942.3314502479916,501.8267168423936
17.690000000000115,13,9,16,5.269333930903869,2942.5795509589234,501.85747456069583
17.740000000000116,5,17,218,-26.667950054513767,1851.3010631593356,2835.775810427942
17.740000000000116,9,13,16,-11.48184277162217,2942.827651669855,501.8882322789981
17.790000000000116,13,9,16,5.269333930903869,2943.075752380787,501.91898999730034
17.840000000000117,9,13,16,-11.48184277162217,2943.323853091719,501.9497477156026
17.890000000000118,13,9,16,5.269333930903869,2943.5719538026506,501.98050543390485
17.94000000000012,9,13,16,-11.48184277162217,2943.8200545135824,502.0112631522071
17.99000000000012,13,9,16,5.269333930903869,2944.068155224514,502.04202087050936
18.04000000000012,9,13,16,-11.48184277162217,2944.316255935446,502.0727785888116
18.09000000000012,13,9,16,5.269333930903869,2944.5643566463777,502.10353630711387
18.14000000000012,9,13,16,-11.48184277162217,2944.8124573573095,502.1342940254161
18.190000000000122,13,9,16,5.269333930903869,2945.0605580682413,502.1650517437184
18.240000000000123,14,11,351,-16.273105410980108,-924.7583041728008,-1068.6279879057565
18.240000000000123,9,13,16,-11.48184277162217,2945.308658779173,502.19580946202063
18.290000000000123,13,9,16,5.269333930903869,2945.556759490105,502.2265671803229
18.340000000000124,9,13,16,-11.48184277162217,2945.8048602010367,502.25732489862514
18.390000000000125,13,9,16,5.269333930903869,2946.0529609119685,502.2880826169274
18.440000000000126,9,13,16,-11.48184277162217,2946.3010616229003,502.31884033522965
18.490000000000126,13,9,16,5.269333930903869,2946.549162333832,502.3495980535319
18.490000000000126,19,16,13,-11.117540063912642,446.9730329971821,3960.510175096437
18.540000000000127,9,13,16,-11.48184277162217,2946.797263044764,502.38035577183416
18.590000000000128,13,9,16,5.269333930903869,2947.0453637556957,502.4111134901364
18.64000000000013,9,13,16,-11.48184277162217,2947.2934644666275,502.44187120843867
18.69000000000013,13,9,16,5.269333930903869,2947.5415651775593,502.4726289267409
18.74000000000013,7,12,114,-21.067725752643355,-790.026343189403,1407.6192576837861
18.74000000000013,9,13,16,-11.48184277162217,2947.789665888491,502.5033866450432
18.79000000000013,12,7,114,-11.791938934815036,-790.2189269947222,1407.7786674636893
18.79000000000013,13,9,16,5.269333930903869,2948.037766599423,502.53414436334543
18.84000000000013,7,12,114,-21.067725752643355,-790.4115108000415,1407.9380772435925
18.84000000000013,9,13,16,-11.48184277162217,2948.2858673103547,502.5649020816477
18.890000000000132,12,7,114,-11.791938934815036,-790.6040946053607,1408.0974870234957
18.890000000000132,13,9,16,5.269333930903869,2948.5339680212865,502.59565979994994
18.940000000000133,7,12,114,-21.067725752643355,-790.79667841068,1408.2568968033988
18.940000000000133,3,9,83,-21.80442715631756,2265.838322934789,-291.0159189321467
18.940000000000133,9,13,16,-11.48184277162217,2948.7820687322182,502.6264175182522
18.990000000000133,12,7,114,-11.791938934815036,-790.9892622159992,1408.416306583302
18.990000000000133,13,9,16,5.269333930903869,2949.03016944315,502.65717523655445
19.040000000000134,7,12,114,-21.067725752643355,-791.1818460213185,1408.5757163632052
19.040000000000134,12,10,34,-7.930963425071454,-1578.8261577223677,1824.7359377183125
19.040000000000134,9,13,16,-11.48184277162217,2949.278270154082,502.6879329548567
19.090000000000135,12,7,114,-11.791938934815036,-791.3744298266378,1408.7351261431083
19.090000000000135,13,9,16,5.269333930903869,2949.5263708650136,502.71869067315896
19.140000000000136,7,12,114,-21.067725752643355,-791.567013631957,1408.8945359230115
19.140000000000136,9,13,16,-11.48184277162217,2949.7744715759454,502.7494483914612
19.190000000000136,12,7,114,-11.791938934815036,-791.7595974372763,1409.0539457029147
19.190000000000136,15,9,32,-11.479724689452652,2871.9246903589237,-895.2250999708971
19.190000000000136,13,9,16,5.269333930903869,2950.022572286877,502.78020610976347
19.240000000000137,14,2,251,-13.94591114567244,-53.711704169428835,-730.0590365308857
19.240000000000137,12,10,234,-21.127798276553676,-1290.1404502340301,1649.9434245722368
19.240000000000137,7,12,114,-21.067725752643355,-791.9521812425955,1409.2133554828179
19.240000000000137,9,13,16,-11.48184277162217,2950.270672997809,502.8109638280657
19.290000000000138,2,14,251,-9.083220394323618,-53.945423119746444,-730.1477802758058
19.290000000000138,10,12,234,-1.899180417061629,-1289.9168576565146,1650.0552564070604
19.290000000000138,12,10,114,-25.24457165829898,-792.1447650479148,1409.372765262721
