time,current bs,availability,cio,hyst,ttt
0.0,7,1.0,0.0,1.0,0.08
1.0,7,1.0,0.0,1.0,0.08
2.0,7,1.0,0.0,1.0,0.08
3.0,7,1.0,0.0,1.0,0.08
4.0,7,1.0,0.0,1.0,0.08
5.0,7,1.0,0.0,1.0,0.08
6.0,7,1.0,0.0,1.0,0.08
7.0,7,1.0,0.0,1.0,0.08
8.0,7,1.0,0.0,1.0,0.08
9.0,7,1.0,0.0,1.0,0.08
10.0,7,1.0,0.0,1.0,0.08
11.0,7,1.0,0.0,1.0,0.08
12.0,7,1.0,0.0,1.0,0.08
13.0,7,1.0,0.0,1.0,0.08
14.0,7,1.0,0.0,1.0,0.08
15.0,7,1.0,0.0,1.0,0.08
16.0,7,1.0,0.0,1.0,0.08
17.0,7,1.0,0.0,1.0,0.08
18.0,7,1.0,0.0,1.0,0.08
19.0,7,0.99,0.0,1.0,0.08
20.0,7,0.99,0.0,1.0,0.08
21.0,7,0.99,0.0,1.0,0.08
22.0,7,0.88,0.0,1.0,0.08
23.0,7,0.69,0.0,1.0,0.08
24.0,7,0.14,0.0,1.0,0.08
25.0,7,0.12,2.5,1.0,0.08
26.0,7,0.0,3.5,1.0,5.12
27.0,7,0.0,3.5,1.0,5.12
28.0,7,0.0,3.5,1.0,5.12
29.0,7,0.0,3.5,1.0,5.12
30.0,7,0.0,3.5,1.0,5.12
31.0,7,0.06,3.0,1.0,0.32
32.0,7,0.1,2.5,1.0,0.32
33.0,7,0.1,2.5,1.0,0.32
34.0,7,0.0,2.5,1.0,0.32
35.0,7,0.16,2.5,1.0,0.32
36.0,7,0.18,2.5,1.0,0.48
37.0,7,0.0,3.5,1.0,0.48
38.0,7,0.18,2.5,1.0,0.48
39.0,7,0.19,2.0,1.0,0.48
40.0,7,0.0,3.5,1.0,0.48
41.0,7,0.21,2.0,1.0,0.512
42.0,7,0.22,2.0,1.0,0.512
43.0,7,0.0,3.5,1.0,0.512
44.0,7,0.38,1.0,1.0,0.512
45.0,7,0.21,2.0,1.0,0.512
46.0,7,0.02,2.0,1.0,0.64
47.0,7,0.19,2.0,1.0,0.64
48.0,7,0.0,3.5,1.0,0.64
49.0,7,0.0,3.5,1.0,0.64
50.0,7,0.0,3.5,1.0,0.64
51.0,7,0.0,3.5,1.0,0.64
52.0,7,0.0,3.5,1.0,0.64
53.0,7,0.0,3.5,1.0,0.64
54.0,7,0.0,3.5,1.0,0.64
55.0,7,0.0,3.5,1.0,0.64
56.0,7,0.0,3.5,1.0,1.024
57.0,7,0.0,3.5,1.0,1.024
58.0,7,0.0,3.5,1.0,1.024
59.0,7,0.01,3.5,1.0,1.024
60.0,7,0.06,3.0,1.0,1.024
61.0,7,0.02,3.5,1.0,1.024
62.0,7,0.0,3.5,1.0,1.024
63.0,7,0.0,3.5,1.0,1.024
64.0,7,0.0,3.5,1.0,1.024
65.0,7,0.0,3.5,1.0,1.024
66.0,7,0.0,3.5,1.0,1.024
67.0,7,0.0,3.5,1.0,1.024
68.0,7,0.0,3.5,1.0,1.024
69.0,7,0.0,3.5,1.0,1.024
70.0,7,0.0,3.0,1.0,1.024
71.0,7,0.0,3.5,1.0,1.28
72.0,7,0.0,3.5,1.0,1.28
73.0,7,0.0,3.5,1.0,1.28
74.0,7,0.0,3.5,1.0,1.28
75.0,7,0.18,2.5,1.0,1.28
76.0,7,0.0,3.5,1.0,1.28
77.0,7,0.07,3.0,1.0,1.28
78.0,7,0.61,0.0,1.0,1.28
79.0,7,0.61,0.0,1.0,1.28
80.0,7,0.61,0.0,1.0,1.28
81.0,7,0.56,0.0,1.0,1.28
82.0,7,0.56,0.0,1.0,1.28
83.0,7,0.54,0.5,1.0,1.28
84.0,7,0.54,0.5,1.0,1.28
85.0,7,0.54,0.5,1.0,1.28
86.0,7,0.54,0.5,1.0,1.28
87.0,7,0.55,0.0,1.0,1.28
88.0,7,0.48,0.5,1.0,1.28
89.0,7,0.5,0.5,1.0,1.28
90.0,7,0.49,0.5,1.0,1.28
91.0,7,0.49,0.5,1.0,1.28
92.0,7,0.48,0.5,1.0,1.28
93.0,7,0.1,2.5,1.0,1.28
94.0,7,0.44,3.0,1.0,1.28
95.0,7,0.07,1.0,1.0,1.28
96.0,7,0.04,3.0,1.0,1.28
97.0,7,0.32,1.5,1.0,1.28
98.0,7,0.0,3.5,1.0,1.28
99.0,7,0.3,3.5,1.0,1.28
100.0,7,0.0,1.5,1.0,1.28
101.0,7,0.0,3.5,1.0,1.024
102.0,7,0.0,3.5,1.0,1.024
103.0,7,0.0,3.5,1.0,1.024
104.0,7,0.0,3.5,1.0,1.024
105.0,7,0.06,3.5,1.0,1.024
106.0,7,0.07,3.0,1.0,1.28
107.0,7,0.0,3.5,1.0,1.28
108.0,7,0.33,2.0,1.0,1.28
109.0,7,0.0,1.5,1.0,1.28
110.0,7,0.0,3.5,1.0,1.28
111.0,7,0.51,1.0,1.0,1.28
112.0,7,0.0,0.5,1.0,1.28
113.0,7,0.0,3.5,1.0,1.28
114.0,7,0.5,0.5,1.0,1.28
115.0,7,0.0,3.5,1.0,1.28
116.0,7,0.0,3.5,1.0,1.28
117.0,7,0.0,1.0,1.0,1.28
118.0,7,0.0,3.5,1.0,1.28
119.0,7,0.0,3.5,1.0,1.28
120.0,7,0.02,3.5,1.0,1.28
121.0,7,0.0,3.5,1.0,1.28
122.0,7,0.0,3.5,1.0,1.28
123.0,7,0.0,3.5,1.0,1.28
124.0,7,0.0,3.5,1.0,1.28
125.0,7,0.0,3.5,1.0,1.28
126.0,7,0.0,3.5,1.0,1.28
127.0,7,0.0,3.5,1.0,1.28
128.0,7,0.0,3.0,1.0,1.28
129.0,7,0.0,3.5,1.0,1.28
130.0,7,0.24,2.0,1.0,1.28
131.0,7,0.0,2.0,1.0,1.28
132.0,7,0.0,3.5,1.0,1.28
133.0,7,0.25,2.0,1.0,1.28
134.0,7,0.0,3.5,1.0,1.28
135.0,7,0.22,2.0,1.0,1.28
136.0,7,0.0,2.0,1.0,1.28
137.0,7,0.0,3.5,1.0,1.28
138.0,7,0.09,3.0,1.0,1.28
139.0,7,0.0,3.0,1.0,1.28
140.0,7,0.0,3.5,1.0,1.28
141.0,7,0.0,3.5,1.0,1.28
142.0,7,0.0,3.5,1.0,1.28
143.0,7,0.0,3.0,1.0,1.28
144.0,7,0.0,3.5,1.0,1.28
145.0,7,0.0,3.5,1.0,1.28
146.0,7,0.0,3.5,1.0,1.28
147.0,7,0.0,3.5,1.0,1.28
148.0,7,0.0,3.5,1.0,1.28
149.0,7,0.0,3.5,1.0,1.28
150.0,7,0.46,1.0,1.0,1.28
151.0,7,0.0,3.5,1.0,1.28
152.0,7,0.3,0.5,1.0,1.28
153.0,7,0.0,3.5,1.0,1.28
154.0,7,0.51,3.0,1.0,1.28
155.0,7,0.15,0.5,1.0,1.28
156.0,7,0.0,3.5,1.0,1.28
157.0,7,0.5,0.5,1.0,1.28
158.0,7,0.0,3.5,1.0,1.28
159.0,7,0.53,3.5,1.0,1.28
160.0,7,0.51,0.5,1.0,1.28
161.0,7,0.0,3.5,1.0,1.28
162.0,7,0.27,2.0,1.0,1.28
163.0,7,0.0,3.5,1.0,1.28
164.0,7,0.0,3.5,1.0,1.28
165.0,7,0.15,2.0,1.0,1.28
166.0,7,0.0,3.5,1.0,1.28
167.0,7,0.29,3.5,1.0,1.28
168.0,7,0.0,3.5,1.0,1.28
169.0,7,0.0,3.0,1.0,1.28
170.0,7,0.0,2.5,1.0,1.28
171.0,7,0.0,3.5,1.0,1.28
172.0,7,0.0,3.5,1.0,1.28
173.0,7,0.0,3.5,1.0,1.28
174.0,7,0.0,3.0,1.0,1.28
175.0,7,0.0,3.5,1.0,1.28
