time,availability
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,1.0
18.0,0.9994736842105264
19.0,0.9989473684210527
20.0,0.8994736842105263
21.0,0.8021052631578948
22.0,0.7557894736842105
23.0,0.6710526315789473
24.0,0.54
25.0,0.38684210526315793
26.0,0.2789473684210526
27.0,0.1926315789473684
28.0,0.15421052631578946
29.0,0.10947368421052632
30.0,0.11473684210526316
31.0,0.08052631578947367
32.0,0.09526315789473684
33.0,0.12999999999999998
34.0,0.11368421052631579
35.0,0.10578947368421052
36.0,0.12473684210526316
37.0,0.10842105263157895
38.0,0.09421052631578948
39.0,0.08526315789473685
40.0,0.07631578947368421
41.0,0.05263157894736842
42.0,0.06210526315789475
43.0,0.0968421052631579
44.0,0.12105263157894736
45.0,0.08052631578947368
46.0,0.08210526315789472
47.0,0.10105263157894737
48.0,0.06105263157894738
49.0,0.049473684210526316
50.0,0.08052631578947368
51.0,0.08052631578947368
52.0,0.07263157894736842
53.0,0.07105263157894737
54.0,0.013157894736842105
55.0,0.018421052631578946
56.0,0.04473684210526316
57.0,0.08105263157894738
58.0,0.035789473684210524
59.0,0.05526315789473685
60.0,0.06473684210526316
61.0,0.0668421052631579
62.0,0.04105263157894737
63.0,0.05473684210526316
64.0,0.06526315789473684
65.0,0.12157894736842105
66.0,0.06263157894736843
67.0,0.07684210526315789
68.0,0.08263157894736843
69.0,0.052105263157894745
70.0,0.01631578947368421
71.0,0.05894736842105264
72.0,0.05947368421052631
73.0,0.07
74.0,0.08684210526315789
75.0,0.09263157894736844
76.0,0.07263157894736842
77.0,0.10999999999999999
78.0,0.1910526315789474
79.0,0.1957894736842105
80.0,0.24105263157894738
81.0,0.27736842105263154
82.0,0.2994736842105263
83.0,0.27894736842105267
84.0,0.3163157894736842
85.0,0.3257894736842105
86.0,0.36263157894736847
87.0,0.31947368421052635
88.0,0.35157894736842105
89.0,0.38
90.0,0.35526315789473684
91.0,0.34052631578947373
92.0,0.4105263157894737
93.0,0.36
94.0,0.35157894736842105
95.0,0.31
96.0,0.34789473684210526
97.0,0.33578947368421047
98.0,0.25210526315789467
99.0,0.22052631578947365
100.0,0.23157894736842108
101.0,0.24684210526315792
102.0,0.15263157894736845
103.0,0.1857894736842105
104.0,0.18526315789473685
105.0,0.15421052631578946
106.0,0.13157894736842105
107.0,0.13736842105263158
108.0,0.1631578947368421
109.0,0.1405263157894737
110.0,0.15894736842105264
111.0,0.13210526315789475
112.0,0.07105263157894737
113.0,0.1794736842105263
114.0,0.1542105263157895
115.0,0.1573684210526316
116.0,0.11789473684210527
117.0,0.09578947368421054
118.0,0.1763157894736842
119.0,0.06263157894736841
120.0,0.07473684210526317
121.0,0.12421052631578947
122.0,0.12473684210526316
123.0,0.11789473684210527
124.0,0.16894736842105262
125.0,0.14684210526315788
126.0,0.17368421052631577
127.0,0.19
128.0,0.14578947368421055
129.0,0.19421052631578947
130.0,0.1805263157894737
131.0,0.14736842105263157
132.0,0.16421052631578945
133.0,0.18736842105263157
134.0,0.1668421052631579
135.0,0.22315789473684208
136.0,0.21263157894736842
137.0,0.21473684210526317
138.0,0.2210526315789474
139.0,0.21105263157894735
140.0,0.13
141.0,0.1505263157894737
142.0,0.19421052631578947
143.0,0.1794736842105263
144.0,0.1636842105263158
145.0,0.1926315789473684
146.0,0.18526315789473685
147.0,0.11947368421052632
148.0,0.15263157894736845
149.0,0.14421052631578946
150.0,0.16473684210526315
151.0,0.1931578947368421
152.0,0.14210526315789473
153.0,0.19842105263157894
154.0,0.14842105263157895
155.0,0.19105263157894734
156.0,0.17368421052631577
157.0,0.19736842105263158
158.0,0.2231578947368421
159.0,0.2768421052631579
160.0,0.2736842105263158
161.0,0.22263157894736843
162.0,0.20526315789473684
163.0,0.2005263157894737
164.0,0.24157894736842103
165.0,0.23631578947368423
166.0,0.18842105263157896
167.0,0.2036842105263158
168.0,0.1894736842105263
169.0,0.14421052631578948
170.0,0.18
171.0,0.21631578947368418
172.0,0.13789473684210526
173.0,0.2521052631578947
174.0,0.21473684210526317
175.0,0.2778947368421053
176.0,0.16473684210526318
177.0,0.25315789473684214
178.0,0.22789473684210526
179.0,0.1605263157894737
180.0,0.13315789473684211
181.0,0.14736842105263157
182.0,0.17842105263157892
183.0,0.19578947368421054
184.0,0.14473684210526316
185.0,0.22157894736842104
186.0,0.1794736842105263
187.0,0.11789473684210527
188.0,0.1631578947368421
189.0,0.14736842105263157
190.0,0.16999999999999998
191.0,0.17473684210526316
192.0,0.07157894736842106
193.0,0.15631578947368419
194.0,0.11210526315789474
195.0,0.14526315789473684
196.0,0.0931578947368421
197.0,0.11105263157894736
198.0,0.16
199.0,0.10263157894736842
200.0,0.16526315789473683
201.0,0.1552631578947368
202.0,0.15105263157894738
203.0,0.2168421052631579
204.0,0.1731578947368421
205.0,0.20894736842105263
206.0,0.16421052631578947
207.0,0.17157894736842105
208.0,0.11368421052631579
209.0,0.17789473684210524
210.0,0.12947368421052632
211.0,0.18
212.0,0.15789473684210525
213.0,0.18315789473684213
214.0,0.1763157894736842
215.0,0.18842105263157896
216.0,0.20842105263157895
217.0,0.1668421052631579
218.0,0.24
219.0,0.16052631578947368
220.0,0.21736842105263157
221.0,0.25842105263157894
222.0,0.16842105263157894
223.0,0.21315789473684213
224.0,0.1742105263157895
225.0,0.19894736842105265
