time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,nan
15.0,nan
16.0,nan
17.0,nan
18.0,0.05263157894736842
19.0,0.10526315789473684
20.0,0.11460948078427431
21.0,0.2926239619814046
22.0,0.36652116771421384
23.0,0.5107497708572231
24.0,0.6677961597236064
25.0,0.8319791138592586
26.0,0.8817971767832089
27.0,0.9011883561774988
28.0,0.9102062481738242
29.0,0.941743350739253
30.0,0.9511661949707736
31.0,0.9634319922243817
32.0,0.9626587715660395
33.0,0.9377775459234575
34.0,0.9598923349585087
35.0,0.9445279014544862
36.0,0.9505466838932848
37.0,0.9524238777397274
38.0,0.9694486185924831
39.0,0.9691143028741269
40.0,0.9687895041945412
41.0,0.9780352599822987
42.0,0.9775565426990885
43.0,0.9501563020307644
44.0,0.9419388221053175
45.0,0.9660277038962893
46.0,0.9674896778995721
47.0,0.9576989466593216
48.0,0.9703982813282265
49.0,0.979387331162947
50.0,0.9715197841526233
51.0,0.9669930628274324
52.0,0.9658146406290928
53.0,0.9686997319243266
54.0,0.9968102073365231
55.0,0.9964048098201685
56.0,0.9871511307861941
57.0,0.9677097412957373
58.0,0.9877725684787376
59.0,0.9823052287073581
60.0,0.9752328884905538
61.0,0.9808389488848304
62.0,0.983951177148819
63.0,0.9825633639956406
64.0,0.9799607043393002
65.0,0.9572430491861975
66.0,0.9848874429343552
67.0,0.9810118671047531
68.0,0.9802975629447045
69.0,0.9867682558611781
70.0,0.9981409659833351
71.0,0.9829546467788837
72.0,0.9766463826207005
73.0,0.9783994903518122
74.0,0.972750795026997
75.0,0.9612520634000695
76.0,0.9707606508250376
77.0,0.9507621941589327
78.0,0.9318734159738864
79.0,0.9347017405075961
80.0,0.9194338446300581
81.0,0.9104761343587282
82.0,0.902395863843009
83.0,0.9106717787332984
84.0,0.8790080560931202
85.0,0.8600600326736239
86.0,0.8349864861094741
87.0,0.8795071579515524
88.0,0.8405988770777882
89.0,0.8110605219322597
90.0,0.8457308100473807
91.0,0.8425050482935076
92.0,0.7968937407249292
93.0,0.8334832712162106
94.0,0.8284124946512624
95.0,0.8430868167202572
96.0,0.8275973051027193
97.0,0.8255694488649381
98.0,0.8629858310279676
99.0,0.897004954594809
100.0,0.8590838158861991
101.0,0.8659352155808724
102.0,0.9357599579501873
103.0,0.8986050496968179
104.0,0.9153017820910847
105.0,0.9146408108924629
106.0,0.9560662535477169
107.0,0.9418717868075871
108.0,0.9228595834154673
109.0,0.9339183582413113
110.0,0.9131937987600955
111.0,0.9453017041636439
112.0,0.9788317395081683
113.0,0.910638006104938
114.0,0.9372323209814624
115.0,0.9118489444833192
116.0,0.9571712468616509
117.0,0.9551715411356339
118.0,0.8777574336429391
119.0,0.9778609798768411
120.0,0.9782135572748714
121.0,0.9194060062146079
122.0,0.9297927341813944
123.0,0.9485976574266816
124.0,0.9391130853304978
125.0,0.9434844538981322
126.0,0.9355013048210824
127.0,0.9214683293540208
128.0,0.9509521872092722
129.0,0.9164384980949566
130.0,0.9224477666233772
131.0,0.9627405750911234
132.0,0.927538705315829
133.0,0.9451197368817505
134.0,0.9385306363676879
135.0,0.9074511280575687
136.0,0.9097603826982537
137.0,0.9153223684210527
138.0,0.9010943623185901
139.0,0.9003464749668129
140.0,0.9567817866100714
141.0,0.9409317875780918
142.0,0.8977780007790573
143.0,0.9217138208853907
144.0,0.9282337089887083
145.0,0.8947687824346439
146.0,0.9098476616160582
147.0,0.9378930814975703
148.0,0.942457071136766
149.0,0.9292120867905109
150.0,0.9284016778230326
151.0,0.8790653831551266
152.0,0.9219322650962114
153.0,0.8845193320065393
154.0,0.9153356386382151
155.0,0.8868607069075358
156.0,0.9003260298650079
157.0,0.9200131971578641
158.0,0.8881083646005061
159.0,0.8574106858191853
160.0,0.9071059490603136
161.0,0.898491386500197
162.0,0.9465481153309988
163.0,0.9131860934058651
164.0,0.8907909858763401
165.0,0.9018008166489124
166.0,0.9060502576288394
167.0,0.9331994310716567
168.0,0.9313752826603812
169.0,0.9602871407743822
170.0,0.9372597353053378
171.0,0.8744469927488363
172.0,0.9325781069148685
173.0,0.8589404432692674
174.0,0.8993863662441637
175.0,0.8677051805537249
176.0,0.9249810766947513
177.0,0.8736975748521572
178.0,0.8865048807243008
179.0,0.934721513410954
180.0,0.9479943342796001
181.0,0.9476934187957028
182.0,0.9216894152446047
183.0,0.9079336241063708
184.0,0.9394684365288455
185.0,0.8796423750140243
186.0,0.9097054597351597
187.0,0.9564034293263242
188.0,0.8982993393070718
189.0,0.9275949968401543
190.0,0.9127875757512363
191.0,0.9135152568117269
192.0,0.9651333236148892
193.0,0.9252860090951087
194.0,0.9498338106472654
195.0,0.9325571264504376
196.0,0.9786658403234604
197.0,0.9604678168044101
198.0,0.9326061550447994
199.0,0.9644378623038751
200.0,0.9249710969055303
201.0,0.9461618560165725
202.0,0.9326931521984229
